From,To,Distance
MHMV,AGGN,364
MHMV,AJJY,5821
MHMV,AJXF,1444
MHMV,AQLM,1104
MHMV,ASHE,4957
MHMV,ATXK,6932
MHMV,AVXV,2819
MHMV,AWUB,665
MHMV,BAEY,753
MHMV,BBJM,1302
MHMV,BJHZ,538
MHMV,BPWZ,192
MHMV,BQWK,5264
MHMV,BRKR,990
MHMV,BWKR,818
MHMV,BXUR,1437
MHMV,CTGC,1027
MHMV,CWKW,6241
MHMV,CYWF,937
MHMV,CZQZ,167
MHMV,DDPF,478
MHMV,DESR,692
MHMV,DKFX,1330
MHMV,DNNL,1462
MHMV,DPNB,973
MHMV,DVLK,6789
MHMV,DYCS,1228
MHMV,ETZB,546
MHMV,EYBD,6817
MHMV,FAXN,4682
MHMV,FBNV,275
MHMV,FGDC,9160
MHMV,FGWB,1097
MHMV,FJXT,1509
MHMV,FNWZ,373
MHMV,FTEP,1048
MHMV,FTEV,1044
MHMV,FTFA,1051
MHMV,FTZH,5431
MHMV,FUQN,5361
MHMV,FUZD,559
MHMV,FXSB,2276
MHMV,GAMH,742
MHMV,GHLN,375
MHMV,GJKZ,904
MHMV,GKVB,4300
MHMV,GUQE,576
MHMV,GYRZ,4675
MHMV,HNTK,5373
MHMV,HPBF,5305
MHMV,HTUX,994
MHMV,HUUA,533
MHMV,JEAH,5399
MHMV,JFSD,879
MHMV,JREZ,1529
MHMV,KJGW,768
MHMV,KNMD,2812
MHMV,KRSM,445
MHMV,KWRD,134
MHMV,KYJL,1473
MHMV,KZTV,2812
MHMV,LEXG,1288
MHMV,LSGE,1293
MHMV,LXEZ,6021
MHMV,LYAX,2800
MHMV,MAHG,936
MHMV,MBPB,531
MHMV,MEPJ,5590
MHMV,MHMV,1
MHMV,MQNA,3713
MHMV,MSET,4348
MHMV,MSQB,812
MHMV,MUHJ,1472
MHMV,MYXZ,1094
MHMV,NKAK,713
MHMV,NNGX,1718
MHMV,NRCH,1878
MHMV,NUEX,301
MHMV,NVZR,1306
MHMV,NWXN,5408
MHMV,NZAS,776
MHMV,OPA1,5339
MHMV,PCZP,533
MHMV,PJVY,1392
MHMV,PNQS,1025
MHMV,PQWY,1020
MHMV,PRQE,479
MHMV,PSXE,1109
MHMV,PTFL,1550
MHMV,QFQE,4348
MHMV,QJKL,853
MHMV,QJVF,837
MHMV,QKJA,542
MHMV,QSEU,1205
MHMV,QYZH,646
MHMV,RDRD,1374
MHMV,RKMF,419
MHMV,RZQH,548
MHMV,SBDW,1476
MHMV,SCEY,530
MHMV,SEA1,5372
MHMV,SGBP,624
MHMV,SHYQ,1451
MHMV,SMYU,5567
MHMV,STRL,5302
MHMV,SXHT,1389
MHMV,TDHV,244
MHMV,THWA,1625
MHMV,TKXA,623
MHMV,TMKH,1356
MHMV,TYFR,4670
MHMV,UGZX,6938
MHMV,UHGN,503
MHMV,UHHZ,1158
MHMV,ULLT,2401
MHMV,UMXB,4638
MHMV,VDYD,835
MHMV,VGHV,7210
MHMV,VKAG,1406
MHMV,VLSB,1295
MHMV,VRJT,5396
MHMV,VSMR,8047
MHMV,VWLB,4499
MHMV,VYHK,4622
MHMV,WEAS,1025
MHMV,WSVC,5239
MHMV,WWYK,454
MHMV,XBGX,4620
MHMV,XDAT,764
MHMV,XLWU,1106
MHMV,XQDT,4309
MHMV,XUMU,690
MHMV,YAQF,927
MHMV,YTPM,1649
MHMV,YWHG,667
MHMV,ZAWN,1525
MHMV,ZFKN,4385
MHMV,ZHTV,1114
MHMV,ZJXD,1209
MHMV,ZNRE,5201
MHMV,ZRCE,425
MQNA,AEDY,1386
MQNA,AGGN,3403
MQNA,AJJY,7658
MQNA,AJXF,2308
MQNA,AQLM,2760
MQNA,ASHE,1800
MQNA,ATXK,3903
MQNA,AVXV,6290
MQNA,AWUB,3210
MQNA,BAEY,4193
MQNA,BBJM,2616
MQNA,BJHZ,3457
MQNA,BPWZ,3798
MQNA,BQWK,1704
MQNA,BRKR,2868
MQNA,BWKR,2955
MQNA,BXUR,2315
MQNA,CTGC,2689
MQNA,CWKW,2880
MQNA,CYWF,2829
MQNA,CZQZ,3589
MQNA,DDPF,3374
MQNA,DESR,4218
MQNA,DKFX,2575
MQNA,DNNL,2383
MQNA,DPNB,2741
MQNA,DVLK,7116
MQNA,DYCS,2488
MQNA,ETZB,4224
MQNA,EYBD,7128
MQNA,FAXN,1658
MQNA,FBNV,3985
MQNA,FGDC,6127
MQNA,FGWB,2757
MQNA,FJXT,2240
MQNA,FNWZ,3492
MQNA,FTEP,2932
MQNA,FTEV,2946
MQNA,FTFA,2937
MQNA,FTZH,1825
MQNA,FUQN,1827
MQNA,FUZD,4227
MQNA,FXSB,4209
MQNA,GAMH,3191
MQNA,GHLN,3471
MQNA,GJKZ,3787
MQNA,GKVB,1315
MQNA,GUQE,3137
MQNA,GYRZ,1659
MQNA,HNTK,1811
MQNA,HPBF,1746
MQNA,HTUX,2723
MQNA,HUUA,4181
MQNA,JEAH,1848
MQNA,JFSD,3024
MQNA,JREZ,2184
MQNA,KJGW,4270
MQNA,KNMD,6285
MQNA,KRSM,3759
MQNA,KWRD,3756
MQNA,KYJL,2791
MQNA,KZTV,6285
MQNA,LEXG,2647
MQNA,LSGE,2718
MQNA,LXEZ,6677
MQNA,LYAX,6273
MQNA,MAHG,3050
MQNA,MBPB,3522
MQNA,MEPJ,6200
MQNA,MHMV,3713
MQNA,MQNA,1
MQNA,MSET,1413
MQNA,MSQB,2911
MQNA,MUHJ,2316
MQNA,MYXZ,2817
MQNA,NKAK,3079
MQNA,NNGX,2000
MQNA,NRCH,1846
MQNA,NUEX,4006
MQNA,NVZR,2822
MQNA,NWXN,1844
MQNA,NZAS,3555
MQNA,OPA1,1785
MQNA,PCZP,4200
MQNA,PJVY,2349
MQNA,PNQS,2880
MQNA,PQWY,3972
MQNA,PRQE,3238
MQNA,PSXE,2690
MQNA,PTFL,2187
MQNA,QFQE,1409
MQNA,QJKL,2912
MQNA,QJVF,3167
MQNA,QKJA,4229
MQNA,QSEU,2769
MQNA,QYZH,3855
MQNA,RDRD,2505
MQNA,RKMF,4031
MQNA,RZQH,4238
MQNA,SBDW,2315
MQNA,SCEY,4192
MQNA,SEA1,1827
MQNA,SGBP,3098
MQNA,SHYQ,2282
MQNA,SMYU,6061
MQNA,STRL,1881
MQNA,SXHT,2722
MQNA,TDHV,3525
MQNA,THWA,2088
MQNA,TKXA,4269
MQNA,TMKH,2476
MQNA,TYFR,1616
MQNA,UGZX,3774
MQNA,UHGN,3439
MQNA,UHHZ,2745
MQNA,ULLT,2355
MQNA,UMXB,995
MQNA,VDYD,2892
MQNA,VGHV,4339
MQNA,VKAG,2424
MQNA,VLSB,2569
MQNA,VRJT,1977
MQNA,VSMR,7205
MQNA,VWLB,1569
MQNA,VYHK,1587
MQNA,WEAS,2718
MQNA,WSVC,1694
MQNA,WWYK,3300
MQNA,XBGX,1099
MQNA,XDAT,4242
MQNA,XLWU,2904
MQNA,XQDT,1340
MQNA,XUMU,4308
MQNA,YAQF,2806
MQNA,YTPM,2069
MQNA,YWHG,3050
MQNA,ZAWN,2210
MQNA,ZFKN,1433
MQNA,ZHTV,2611
MQNA,ZJXD,2511
MQNA,ZNRE,6300
MQNA,ZRCE,4129
MSET,AEDY,29
MSET,AGGN,4136
MSET,AJJY,6458
MSET,AJXF,3204
MSET,AQLM,3684
MSET,ASHE,609
MSET,ATXK,2735
MSET,AVXV,6267
MSET,AWUB,4050
MSET,BAEY,4559
MSET,BBJM,3603
MSET,BJHZ,4289
MSET,BPWZ,4493
MSET,BQWK,1109
MSET,BRKR,3768
MSET,BWKR,3772
MSET,BXUR,3208
MSET,CTGC,3447
MSET,CWKW,1894
MSET,CYWF,3659
MSET,CZQZ,4278
MSET,DDPF,4164
MSET,DESR,4626
MSET,DKFX,3561
MSET,DNNL,3364
MSET,DPNB,3450
MSET,DVLK,5720
MSET,DYCS,3272
MSET,ETZB,4745
MSET,EYBD,5731
MSET,FAXN,340
MSET,FBNV,4615
MSET,FGDC,5102
MSET,FGWB,3675
MSET,FJXT,3142
MSET,FNWZ,4259
MSET,FTEP,3887
MSET,FTEV,3903
MSET,FTFA,3895
MSET,FTZH,1301
MSET,FUQN,1149
MSET,FUZD,4737
MSET,FXSB,3862
MSET,GAMH,4065
MSET,GHLN,4012
MSET,GJKZ,4045
MSET,GKVB,98
MSET,GUQE,3829
MSET,GYRZ,335
MSET,HNTK,1193
MSET,HPBF,1138
MSET,HTUX,3410
MSET,HUUA,4681
MSET,JEAH,1198
MSET,JFSD,3493
MSET,JREZ,2982
MSET,KJGW,4652
MSET,KNMD,6265
MSET,KRSM,4213
MSET,KWRD,4437
MSET,KYJL,3896
MSET,KZTV,6265
MSET,LEXG,3638
MSET,LSGE,3734
MSET,LXEZ,5352
MSET,LYAX,6255
MSET,MAHG,3982
MSET,MBPB,4357
MSET,MEPJ,4920
MSET,MHMV,4348
MSET,MQNA,1413
MSET,MSET,1
MSET,MSQB,3666
MSET,MUHJ,3256
MSET,MYXZ,3760
MSET,NKAK,3892
MSET,NNGX,2862
MSET,NRCH,2592
MSET,NUEX,4592
MSET,NVZR,3869
MSET,NWXN,1223
MSET,NZAS,3890
MSET,OPA1,1157
MSET,PCZP,4714
MSET,PJVY,3219
MSET,PNQS,3806
MSET,PQWY,4180
MSET,PRQE,3939
MSET,PSXE,3576
MSET,PTFL,3077
MSET,QFQE,4
MSET,QJKL,3498
MSET,QJVF,3586
MSET,QKJA,4761
MSET,QSEU,3756
MSET,QYZH,4224
MSET,RDRD,3488
MSET,RKMF,4535
MSET,RZQH,4771
MSET,SBDW,3259
MSET,SCEY,4702
MSET,SEA1,1170
MSET,SGBP,3742
MSET,SHYQ,3146
MSET,SMYU,4774
MSET,STRL,1004
MSET,SXHT,3783
MSET,TDHV,4114
MSET,THWA,2863
MSET,TKXA,4753
MSET,TMKH,3429
MSET,TYFR,322
MSET,UGZX,2669
MSET,UHGN,4254
MSET,UHHZ,3697
MSET,ULLT,3682
MSET,UMXB,992
MSET,VDYD,3657
MSET,VGHV,3130
MSET,VKAG,3384
MSET,VLSB,3530
MSET,VRJT,1086
MSET,VSMR,5833
MSET,VWLB,175
MSET,VYHK,274
MSET,WEAS,3536
MSET,WSVC,1070
MSET,WWYK,4042
MSET,XBGX,735
MSET,XDAT,4616
MSET,XLWU,3880
MSET,XQDT,73
MSET,XUMU,4760
MSET,YAQF,3444
MSET,YTPM,2921
MSET,YWHG,3771
MSET,ZAWN,3089
MSET,ZFKN,37
MSET,ZHTV,3410
MSET,ZJXD,3203
MSET,ZNRE,5117
MSET,ZRCE,4700
MSQB,AEDY,3642
MSQB,AGGN,494
MSQB,AJJY,6414
MSQB,AJXF,634
MSQB,AQLM,421
MSQB,ASHE,4270
MSQB,ATXK,6356
MSQB,AVXV,3599
MSQB,AWUB,408
MSQB,BAEY,1449
MSQB,BBJM,603
MSQB,BJHZ,628
MSQB,BPWZ,887
MSQB,BQWK,4507
MSQB,BRKR,357
MSQB,BWKR,168
MSQB,BXUR,627
MSQB,CTGC,226
MSQB,CWKW,5550
MSQB,CYWF,185
MSQB,CZQZ,679
MSQB,DDPF,498
MSQB,DESR,1429
MSQB,DKFX,614
MSQB,DNNL,690
MSQB,DPNB,224
MSQB,DVLK,7155
MSQB,DYCS,424
MSQB,ETZB,1350
MSQB,EYBD,7183
MSQB,FAXN,4006
MSQB,FBNV,1078
MSQB,FGDC,8719
MSQB,FGWB,406
MSQB,FJXT,698
MSQB,FNWZ,600
MSQB,FTEP,522
MSQB,FTEV,531
MSQB,FTFA,531
MSQB,FTZH,4665
MSQB,FUQN,4611
MSQB,FUZD,1359
MSQB,FXSB,2551
MSQB,GAMH,458
MSQB,GHLN,684
MSQB,GJKZ,1304
MSQB,GKVB,3607
MSQB,GUQE,249
MSQB,GYRZ,4000
MSQB,HNTK,4617
MSQB,HPBF,4548
MSQB,HTUX,276
MSQB,HUUA,1324
MSQB,JEAH,4646
MSQB,JFSD,633
MSQB,JREZ,731
MSQB,KJGW,1498
MSQB,KNMD,3592
MSQB,KRSM,1006
MSQB,KWRD,845
MSQB,KYJL,943
MSQB,KZTV,3592
MSQB,LEXG,607
MSQB,LSGE,668
MSQB,LXEZ,6375
MSQB,LYAX,3580
MSQB,MAHG,505
MSQB,MBPB,694
MSQB,MEPJ,5887
MSQB,MHMV,812
MSQB,MQNA,2911
MSQB,MSET,3666
MSQB,MSQB,1
MSQB,MUHJ,673
MSQB,MYXZ,466
MSQB,NKAK,245
MSQB,NNGX,911
MSQB,NRCH,1104
MSQB,NUEX,1113
MSQB,NVZR,763
MSQB,NWXN,4652
MSQB,NZAS,1052
MSQB,OPA1,4584
MSQB,PCZP,1333
MSQB,PJVY,580
MSQB,PNQS,429
MSQB,PQWY,1492
MSQB,PRQE,334
MSQB,PSXE,353
MSQB,PTFL,738
MSQB,QFQE,3665
MSQB,QJKL,390
MSQB,QJVF,752
MSQB,QKJA,1349
MSQB,QSEU,586
MSQB,QYZH,1185
MSQB,RDRD,633
MSQB,RKMF,1185
MSQB,RZQH,1357
MSQB,SBDW,678
MSQB,SCEY,1327
MSQB,SEA1,4620
MSQB,SGBP,293
MSQB,SHYQ,638
MSQB,SMYU,5832
MSQB,STRL,4574
MSQB,SXHT,797
MSQB,TDHV,673
MSQB,THWA,837
MSQB,TKXA,1415
MSQB,TMKH,587
MSQB,TYFR,3987
MSQB,UGZX,6322
MSQB,UHGN,589
MSQB,UHHZ,494
MSQB,ULLT,1783
MSQB,UMXB,3856
MSQB,VDYD,28
MSQB,VGHV,6695
MSQB,VKAG,630
MSQB,VLSB,559
MSQB,VRJT,4671
MSQB,VSMR,8293
MSQB,VWLB,3828
MSQB,VYHK,3940
MSQB,WEAS,221
MSQB,WSVC,4484
MSQB,WWYK,392
MSQB,XBGX,3859
MSQB,XDAT,1481
MSQB,XLWU,572
MSQB,XQDT,3619
MSQB,XUMU,1472
MSQB,YAQF,312
MSQB,YTPM,842
MSQB,YWHG,149
MSQB,ZAWN,713
MSQB,ZFKN,3703
MSQB,ZHTV,302
MSQB,ZJXD,465
MSQB,ZNRE,5577
MSQB,ZRCE,1236
MUHJ,AEDY,3229
MUHJ,AGGN,1125
MUHJ,AJJY,6995
MUHJ,AJXF,106
MUHJ,AQLM,447
MUHJ,ASHE,3837
MUHJ,ATXK,5990
MUHJ,AVXV,4272
MUHJ,AWUB,897
MUHJ,BAEY,2119
MUHJ,BBJM,350
MUHJ,BJHZ,1142
MUHJ,BPWZ,1517
MUHJ,BQWK,3975
MUHJ,BRKR,552
MUHJ,BWKR,661
MUHJ,BXUR,110
MUHJ,CTGC,506
MUHJ,CWKW,5086
MUHJ,CYWF,537
MUHJ,CZQZ,1324
MUHJ,DDPF,1070
MUHJ,DESR,2101
MUHJ,DKFX,310
MUHJ,DNNL,133
MUHJ,DPNB,611
MUHJ,DVLK,7551
MUHJ,DYCS,365
MUHJ,ETZB,2016
MUHJ,EYBD,7578
MUHJ,FAXN,3593
MUHJ,FBNV,1727
MUHJ,FGDC,8353
MUHJ,FGWB,443
MUHJ,FJXT,130
MUHJ,FNWZ,1193
MUHJ,FTEP,637
MUHJ,FTEV,653
MUHJ,FTFA,644
MUHJ,FTZH,4119
MUHJ,FUQN,4089
MUHJ,FUZD,2026
MUHJ,FXSB,3037
MUHJ,GAMH,876
MUHJ,GHLN,1349
MUHJ,GJKZ,1920
MUHJ,GKVB,3184
MUHJ,GUQE,921
MUHJ,GYRZ,3589
MUHJ,HNTK,4085
MUHJ,HPBF,4018
MUHJ,HTUX,637
MUHJ,HUUA,1994
MUHJ,JEAH,4118
MUHJ,JFSD,1135
MUHJ,JREZ,372
MUHJ,KJGW,2170
MUHJ,KNMD,4265
MUHJ,KRSM,1671
MUHJ,KWRD,1484
MUHJ,KYJL,725
MUHJ,KZTV,4265
MUHJ,LEXG,386
MUHJ,LSGE,489
MUHJ,LXEZ,6788
MUHJ,LYAX,4253
MUHJ,MAHG,745
MUHJ,MBPB,1207
MUHJ,MEPJ,6272
MUHJ,MHMV,1472
MUHJ,MQNA,2316
MUHJ,MSET,3256
MUHJ,MSQB,673
MUHJ,MUHJ,1
MUHJ,MYXZ,513
MUHJ,NKAK,779
MUHJ,NNGX,402
MUHJ,NRCH,703
MUHJ,NUEX,1773
MUHJ,NVZR,635
MUHJ,NWXN,4120
MUHJ,NZAS,1657
MUHJ,OPA1,4055
MUHJ,PCZP,2000
MUHJ,PJVY,159
MUHJ,PNQS,569
MUHJ,PQWY,2116
MUHJ,PRQE,1000
MUHJ,PSXE,378
MUHJ,PTFL,195
MUHJ,QFQE,3254
MUHJ,QJKL,896
MUHJ,QJVF,1290
MUHJ,QKJA,2013
MUHJ,QSEU,500
MUHJ,QYZH,1840
MUHJ,RDRD,240
MUHJ,RKMF,1857
MUHJ,RZQH,2020
MUHJ,SBDW,9
MUHJ,SCEY,1995
MUHJ,SEA1,4094
MUHJ,SGBP,944
MUHJ,SHYQ,188
MUHJ,SMYU,6196
MUHJ,STRL,4084
MUHJ,SXHT,572
MUHJ,TDHV,1345
MUHJ,THWA,473
MUHJ,TKXA,2085
MUHJ,TMKH,173
MUHJ,TYFR,3568
MUHJ,UGZX,5919
MUHJ,UHGN,1127
MUHJ,UHHZ,446
MUHJ,ULLT,1262
MUHJ,UMXB,3293
MUHJ,VDYD,647
MUHJ,VGHV,6375
MUHJ,VKAG,130
MUHJ,VLSB,275
MUHJ,VRJT,4182
MUHJ,VSMR,8520
MUHJ,VWLB,3427
MUHJ,VYHK,3523
MUHJ,WEAS,452
MUHJ,WSVC,3957
MUHJ,WWYK,1024
MUHJ,XBGX,3331
MUHJ,XDAT,2152
MUHJ,XLWU,624
MUHJ,XQDT,3199
MUHJ,XUMU,2143
MUHJ,YAQF,757
MUHJ,YTPM,354
MUHJ,YWHG,822
MUHJ,ZAWN,196
MUHJ,ZFKN,3291
MUHJ,ZHTV,398
MUHJ,ZJXD,546
MUHJ,ZNRE,6029
MUHJ,ZRCE,1896
MYXZ,AEDY,3733
MYXZ,AGGN,730
MYXZ,AJJY,6849
MYXZ,AJXF,556
MYXZ,AQLM,83
MYXZ,ASHE,4346
MYXZ,ATXK,6492
MYXZ,AVXV,3909
MYXZ,AWUB,441
MYXZ,BAEY,1816
MYXZ,BBJM,217
MYXZ,BJHZ,665
MYXZ,BPWZ,1090
MYXZ,BQWK,4487
MYXZ,BRKR,116
MYXZ,BWKR,329
MYXZ,BXUR,552
MYXZ,CTGC,502
MYXZ,CWKW,5598
MYXZ,CYWF,288
MYXZ,CZQZ,929
MYXZ,DDPF,632
MYXZ,DESR,1774
MYXZ,DKFX,253
MYXZ,DNNL,435
MYXZ,DPNB,595
MYXZ,DVLK,7621
MYXZ,DYCS,565
MYXZ,ETZB,1634
MYXZ,EYBD,7650
MYXZ,FAXN,4099
MYXZ,FBNV,1316
MYXZ,FGDC,8861
MYXZ,FGWB,98
MYXZ,FJXT,618
MYXZ,FNWZ,756
MYXZ,FTEP,128
MYXZ,FTEV,144
MYXZ,FTFA,136
MYXZ,FTZH,4628
MYXZ,FUQN,4601
MYXZ,FUZD,1649
MYXZ,FXSB,3018
MYXZ,GAMH,391
MYXZ,GHLN,1092
MYXZ,GJKZ,1747
MYXZ,GKVB,3690
MYXZ,GUQE,656
MYXZ,GYRZ,4094
MYXZ,HNTK,4597
MYXZ,HPBF,4529
MYXZ,HTUX,652
MYXZ,HUUA,1627
MYXZ,JEAH,4630
MYXZ,JFSD,1096
MYXZ,JREZ,796
MYXZ,KJGW,1848
MYXZ,KNMD,3902
MYXZ,KRSM,1399
MYXZ,KWRD,1070
MYXZ,KYJL,476
MYXZ,KZTV,3902
MYXZ,LEXG,197
MYXZ,LSGE,212
MYXZ,LXEZ,6841
MYXZ,LYAX,3890
MYXZ,MAHG,233
MYXZ,MBPB,724
MYXZ,MEPJ,6352
MYXZ,MHMV,1094
MYXZ,MQNA,2817
MYXZ,MSET,3760
MYXZ,MSQB,466
MYXZ,MUHJ,513
MYXZ,MYXZ,1
MYXZ,NKAK,391
MYXZ,NNGX,898
MYXZ,NRCH,1178
MYXZ,NUEX,1383
MYXZ,NVZR,298
MYXZ,NWXN,4631
MYXZ,NZAS,1503
MYXZ,OPA1,4567
MYXZ,PCZP,1624
MYXZ,PJVY,544
MYXZ,PNQS,70
MYXZ,PQWY,1927
MYXZ,PRQE,683
MYXZ,PSXE,214
MYXZ,PTFL,683
MYXZ,QFQE,3758
MYXZ,QJKL,846
MYXZ,QJVF,1218
MYXZ,QKJA,1625
MYXZ,QSEU,123
MYXZ,QYZH,1595
MYXZ,RDRD,316
MYXZ,RKMF,1508
MYXZ,RZQH,1630
MYXZ,SBDW,512
MYXZ,SCEY,1622
MYXZ,SEA1,4605
MYXZ,SGBP,745
MYXZ,SHYQ,617
MYXZ,SMYU,6295
MYXZ,STRL,4597
MYXZ,SXHT,335
MYXZ,TDHV,1038
MYXZ,THWA,916
MYXZ,TKXA,1715
MYXZ,TMKH,344
MYXZ,TYFR,4074
MYXZ,UGZX,6427
MYXZ,UHGN,662
MYXZ,UHHZ,73
MYXZ,ULLT,1344
MYXZ,UMXB,3800
MYXZ,VDYD,442
MYXZ,VGHV,6867
MYXZ,VKAG,395
MYXZ,VLSB,248
MYXZ,VRJT,4695
MYXZ,VSMR,8743
MYXZ,VWLB,3930
MYXZ,VYHK,4029
MYXZ,WEAS,352
MYXZ,WSVC,4469
MYXZ,WWYK,647
MYXZ,XBGX,3843
MYXZ,XDAT,1838
MYXZ,XLWU,139
MYXZ,XQDT,3704
MYXZ,XUMU,1784
MYXZ,YAQF,740
MYXZ,YTPM,839
MYXZ,YWHG,568
MYXZ,ZAWN,671
MYXZ,ZFKN,3796
MYXZ,ZHTV,452
MYXZ,ZJXD,731
MYXZ,ZNRE,6043
MYXZ,ZRCE,1500
NKAK,AEDY,3867
NKAK,AGGN,353
NKAK,AJJY,6464
NKAK,AJXF,771
NKAK,AQLM,392
NKAK,ASHE,4493
NKAK,ATXK,6593
NKAK,AVXV,3533
NKAK,AWUB,164
NKAK,BAEY,1425
NKAK,BBJM,590
NKAK,BJHZ,398
NKAK,BPWZ,739
NKAK,BQWK,4705
NKAK,BRKR,280
NKAK,BWKR,125
NKAK,BXUR,765
NKAK,CTGC,447
NKAK,CWKW,5768
NKAK,CYWF,250
NKAK,CZQZ,555
NKAK,DDPF,295
NKAK,DESR,1386
NKAK,DKFX,617
NKAK,DNNL,753
NKAK,DPNB,468
NKAK,DVLK,7290
NKAK,DYCS,623
NKAK,ETZB,1259
NKAK,EYBD,7319
NKAK,FAXN,4232
NKAK,FBNV,954
NKAK,FGDC,8960
NKAK,FGWB,384
NKAK,FJXT,840
NKAK,FNWZ,415
NKAK,FTEP,383
NKAK,FTEV,386
NKAK,FTFA,389
NKAK,FTZH,4858
NKAK,FUQN,4812
NKAK,FUZD,1272
NKAK,FXSB,2684
NKAK,GAMH,216
NKAK,GHLN,709
NKAK,GJKZ,1375
NKAK,GKVB,3830
NKAK,GUQE,295
NKAK,GYRZ,4226
NKAK,HNTK,4815
NKAK,HPBF,4746
NKAK,HTUX,521
NKAK,HUUA,1246
NKAK,JEAH,4845
NKAK,JFSD,818
NKAK,JREZ,926
NKAK,KJGW,1459
NKAK,KNMD,3525
NKAK,KRSM,1009
NKAK,KWRD,709
NKAK,KYJL,832
NKAK,KZTV,3525
NKAK,LEXG,579
NKAK,LSGE,600
NKAK,LXEZ,6510
NKAK,LYAX,3514
NKAK,MAHG,316
NKAK,MBPB,466
NKAK,MEPJ,6035
NKAK,MHMV,713
NKAK,MQNA,3079
NKAK,MSET,3892
NKAK,MSQB,245
NKAK,MUHJ,779
NKAK,MYXZ,391
NKAK,NKAK,1
NKAK,NNGX,1087
NKAK,NRCH,1311
NKAK,NUEX,1010
NKAK,NVZR,651
NKAK,NWXN,4850
NKAK,NZAS,1142
NKAK,OPA1,4783
NKAK,PCZP,1247
NKAK,PJVY,730
NKAK,PNQS,327
NKAK,PQWY,1549
NKAK,PRQE,297
NKAK,PSXE,404
NKAK,PTFL,892
NKAK,QFQE,3890
NKAK,QJKL,600
NKAK,QJVF,909
NKAK,QKJA,1253
NKAK,QSEU,510
NKAK,QYZH,1209
NKAK,RDRD,661
NKAK,RKMF,1122
NKAK,RZQH,1259
NKAK,SBDW,782
NKAK,SCEY,1243
NKAK,SEA1,4819
NKAK,SGBP,413
NKAK,SHYQ,799
NKAK,SMYU,5988
NKAK,STRL,4784
NKAK,SXHT,714
NKAK,TDHV,648
NKAK,THWA,1040
NKAK,TKXA,1336
NKAK,TMKH,647
NKAK,TYFR,4212
NKAK,UGZX,6553
NKAK,UHGN,368
NKAK,UHHZ,449
NKAK,ULLT,1732
NKAK,UMXB,4041
NKAK,VDYD,244
NKAK,VGHV,6936
NKAK,VKAG,699
NKAK,VLSB,582
NKAK,VRJT,4882
NKAK,VSMR,8469
NKAK,VWLB,4055
NKAK,VYHK,4165
NKAK,WEAS,366
NKAK,WSVC,4684
NKAK,WWYK,260
NKAK,XBGX,4057
NKAK,XDAT,1448
NKAK,XLWU,442
NKAK,XQDT,3842
NKAK,XUMU,1402
NKAK,YAQF,549
NKAK,YTPM,1019
NKAK,YWHG,239
NKAK,ZAWN,870
NKAK,ZFKN,3928
NKAK,ZHTV,486
NKAK,ZJXD,701
NKAK,ZNRE,5702
NKAK,ZRCE,1130
NNGX,AEDY,2835
NNGX,AGGN,1403
NNGX,AJJY,6928
NNGX,AJXF,343
NNGX,AQLM,823
NNGX,ASHE,3449
NNGX,ATXK,5594
NNGX,AVXV,4440
NNGX,AWUB,1229
NNGX,BAEY,2277
NNGX,BBJM,753
NNGX,BJHZ,1477
NNGX,BPWZ,1798
NNGX,BQWK,3620
NNGX,BRKR,913
NNGX,BWKR,962
NNGX,BXUR,347
NNGX,CTGC,691
NNGX,CWKW,4707
NNGX,CYWF,838
NNGX,CZQZ,1589
NNGX,DDPF,1380
NNGX,DESR,2280
NNGX,DKFX,712
NNGX,DNNL,526
NNGX,DPNB,754
NNGX,DVLK,7318
NNGX,DYCS,490
NNGX,ETZB,2244
NNGX,EYBD,7344
NNGX,FAXN,3200
NNGX,FBNV,1987
NNGX,FGDC,7963
NNGX,FGWB,815
NNGX,FJXT,281
NNGX,FNWZ,1495
NNGX,FTEP,1026
NNGX,FTEV,1041
NNGX,FTFA,1033
NNGX,FTZH,3771
NNGX,FUQN,3729
NNGX,FUZD,2249
NNGX,FXSB,2940
NNGX,GAMH,1226
NNGX,GHLN,1515
NNGX,GJKZ,1984
NNGX,GKVB,2791
NNGX,GUQE,1142
NNGX,GYRZ,3195
NNGX,HNTK,3730
NNGX,HPBF,3662
NNGX,HTUX,749
NNGX,HUUA,2209
NNGX,JEAH,3761
NNGX,JFSD,1165
NNGX,JREZ,202
NNGX,KJGW,2341
NNGX,KNMD,4433
NNGX,KRSM,1826
NNGX,KWRD,1756
NNGX,KYJL,1113
NNGX,KZTV,4433
NNGX,LEXG,788
NNGX,LSGE,892
NNGX,LXEZ,6579
NNGX,LYAX,4421
NNGX,MAHG,1123
NNGX,MBPB,1545
NNGX,MEPJ,6053
NNGX,MHMV,1718
NNGX,MQNA,2000
NNGX,MSET,2862
NNGX,MSQB,911
NNGX,MUHJ,402
NNGX,MYXZ,898
NNGX,NKAK,1087
NNGX,NNGX,1
NNGX,NRCH,306
NNGX,NUEX,2015
NNGX,NVZR,1037
NNGX,NWXN,3765
NNGX,NZAS,1723
NNGX,OPA1,3699
NNGX,PCZP,2223
NNGX,PJVY,364
NNGX,PNQS,946
NNGX,PQWY,2183
NNGX,PRQE,1240
NNGX,PSXE,722
NNGX,PTFL,215
NNGX,QFQE,2860
NNGX,QJKL,978
