Name,Commodity Code,Service Index,Split RLN Code,Cargo Category Code,Parent Unit Code,Unit Name,Description,TPSN,Aircraft Name,Brigade Key,UTC,UIC,First FM,Aircraft Count,Vehicle Type,Vehicle Name,Aircraft Fleet,Vehicle Count,Origin,Destination,APOE,SPOE,APOD,SPOD,Strat ILOC,Dep Theater,RLD,Air ALD,Sea ALD,ILOC Delay,EAD,LAD,RDD,Mode,Means,POL,PAX,Bulk STons,Over STons,Out STons,Total STons,Cont STons,Wheeled STons,Tracked STons,NSDA STons,NonCont STons,Cont MTons,Wheeled MTons,Tracked MTons,NSDA MTons,NonCont MTons,Cont Sqft,Wheeled Sqft,Tracked Sqft,NSDA Sqft,NonCont Sqft,FM List,Organization,NextRln,Retrograde,HandoffOrigin,HandoffDate,PreemptivePriority,MaxSchedDay,ILOC Mode,Rln Priority,Tpfdd Priority,Trigger Delay,EAD Objective Penalty,RDD Objective Penalty,Additional Days Late Objective,ADL Objective Penalty,Goal Location,Goal Day
1:0MBDC,23,1,1:0MBD,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,"",TMD,UL444,"",TMD,0,"","","",0,HCTL,HNTM,"",QTUP,"",HNTS,,1,0,0,14,0,20,23,24,2,0,.00,0,30.40,1222.70,599.90,1853.00,29.00,1821.70,.00,.00,2.30,71.00,10843.80,.00,.00,17.70,580,53075,0,0,101,"",GABES (HNTM),"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:0MBDP,23,1,1:0MBD,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,"",TMD,UL444,"",TMD,0,"","","",0,HCTL,HNTM,TMKH,"",HNTK,"",,1,0,20,0,0,20,23,24,1,0,.00,169,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GABES (HNTM),"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:0MBKC,23,1,1:0MBK,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,"",TMD,UL444,"",TMD,0,"","","",0,HEKP,HNTM,"",QTUP,"",HNTS,,1,0,0,16,0,20,23,24,2,0,.00,0,30.40,1222.70,599.90,1853.00,29.00,1821.70,.00,.00,2.30,71.00,10843.80,.00,.00,17.70,580,53075,0,0,101,"",GABES (HNTM),"",0,HEKP,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:0MBKP,23,1,1:0MBK,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,"",TMD,UL444,"",TMD,0,"","","",0,HEKP,HNTM,PTFL,"",HNTK,"",,1,0,20,0,0,20,23,24,1,0,.00,169,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GABES (HNTM),"",0,HEKP,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:0NACC,21,1,1:0NAC,"",,"",PSYOP OPNL SPT COMPANY,34363,"",PSY,PKNEE,"",PSY,0,"","","",0,HCTL,HPBF,"",DKSD,"",HNTS,,1,0,0,15,0,24,28,30,2,0,.00,0,18.60,93.70,92.60,204.90,18.60,163.30,.00,.00,23.00,47.00,670.80,.00,.00,96.00,365,3849,0,0,480,"",GAFSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,30
1:0NACP,21,1,1:0NAC,"",,"",PSYOP OPNL SPT COMPANY,34363,"",PSY,PKNEE,"",PSY,0,"","","",0,HCTL,HPBF,TMKH,"",HNTK,"",,1,0,24,0,0,24,28,30,1,0,.00,110,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GAFSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,30
1:0QAAC,17,1,1:0QAA,"",,"","ENGR CBT BN, ABN",21350,"",ABN,4P222,"",ABN,0,"","","",0,HCTL,WSVC,"",QTUP,"",HNTS,,1,0,0,16,0,24,26,26,2,0,.00,0,115.20,1384.60,1338.20,2838.00,109.60,2057.80,654.40,.00,16.20,387.80,8107.40,1680.80,.00,40.50,3002,43627,8110,0,387,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0QAAP,17,1,1:0QAA,"",,"","ENGR CBT BN, ABN",21350,"",ABN,4P222,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,24,0,0,24,26,26,1,0,.00,580,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0QAEC,17,1,1:0QAE,"",,"","ENGR CBT BN, CORPS",21353,"",ECB,48AAT,"",ECB,0,"","","",0,HKNN,HPBF,"",DKSD,"",VKNP,,1,0,0,14,0,22,30,32,2,0,.00,0,147.60,2182.90,156.70,2487.20,140.60,1708.80,637.80,.00,.00,347.80,6432.10,1769.90,.00,.00,2857,37731,8573,0,0,"",GAFSA,"",0,HKNN,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0QAEP,17,1,1:0QAE,"",,"","ENGR CBT BN, CORPS",21353,"",ECB,48AAT,"",ECB,0,"","","",0,HKNN,HPBF,FNWZ,"",HNTK,"",,1,0,23,0,0,22,30,32,1,0,.00,784,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GAFSA,"",0,HKNN,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0QAFC,17,1,1:0QAF,"",,"","ENGR CBT BN, ABN",21350,"",ABN,4P222,"",ABN,0,"","","",0,HCTL,WSVC,"",QTUP,"",HNTS,,1,0,0,16,0,24,26,26,2,0,.00,0,115.20,1384.60,1338.20,2838.00,109.60,2057.80,654.40,.00,16.20,387.80,8107.40,1680.80,.00,40.50,3002,43627,8110,0,387,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0QAFP,17,1,1:0QAF,"",,"","ENGR CBT BN, ABN",21350,"",ABN,4P222,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,24,0,0,24,26,26,1,0,.00,580,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0QBJ,23,1,1:0QBJ,"",,"",ENGR FFTG TM   WATER TRUC,31575,"",ELW,4AAFZ,"",ELW,0,"","","",0,HGSH,HPBF,YWHG,"",HNTK,"",,1,0,22,0,0,22,25,32,1,0,.00,2,.50,7.10,.00,7.60,.50,7.10,.00,.00,.00,3.00,36.00,.00,.00,.00,9,176,0,0,0,"",GAFSA,"",0,HGSH,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0RAAC,23,1,1:0RAA,"",,"",FORWARD OPNS BN  ABN,35037,"",ABN,6ZB22,"",ABN,0,"","","",0,HCTL,OPA1,"",QTUP,"",APFD,,1,0,0,14,0,24,26,26,2,50,.00,0,87.50,1077.90,19.10,1184.50,87.50,1097.00,.00,.00,.00,216.00,6359.00,.00,.00,.00,1750,21940,0,0,0,"",ABN,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0RAAP,23,1,1:0RAA,"",,"",FORWARD OPNS BN  ABN,35037,"",ABN,6ZB22,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,24,0,0,24,26,26,1,0,.00,514,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0TABC,17,1,1:0TAB,"",,"","FA BN, 155MM T, ABN",21862,"",ABN,1R633,"",ABN,0,"","","",0,HCTL,OPA1,"",QTUP,"",APFD,,1,0,0,14,0,24,26,26,2,50,.00,0,99.80,600.80,950.80,1651.40,98.40,1548.50,.00,.00,4.50,244.00,6352.30,.00,.00,105.70,1925,36190,0,0,486,"",ABN,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0TABP,17,1,1:0TAB,"",,"","FA BN, 155MM T, ABN",21862,"",ABN,1R633,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,24,0,0,24,26,26,1,0,.00,581,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0TAE1,17,1,1:0TAE1,"",,"",FA BTRY MLRS,21825,"",MRS,12JJJ,"",MRS,0,"","","",0,HKNN,WSVC,"",QTUP,"",HNTS,,1,0,0,16,0,26,30,32,2,0,.00,59,1.80,120.00,234.00,355.80,1.80,296.70,57.30,.00,.00,11.00,733.00,145.00,.00,.00,66,6348,668,0,0,"",TEBESSA,"",0,HKNN,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0TAEC,17,1,1:0TAE,"",,"",FA BATTALION MLRS (-),21825,"",MRS,171TT,"",MRS,0,"","","",0,HKNN,WSVC,"",DKSD,"",HNTS,,1,0,0,15,0,26,30,32,2,0,.00,0,81.30,2454.10,25.70,2561.10,203.90,1832.90,524.30,.00,.00,380.00,6573.00,1174.00,.00,.00,4217,40790,5430,0,0,"",TEBESSA,"",0,HKNN,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0TAEP,17,1,1:0TAE,"",,"",FA BATTALION MLRS (-),21825,"",MRS,171TT,"",MRS,0,"","","",0,HKNN,WSVC,FNWZ,"",FUQN,"",,1,0,26,0,0,26,30,32,1,0,.00,350,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HKNN,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0VAAC,23,1,1:0VAA,"",,"",HQ HQ DET MI BDE ABN CORP,33394,"",ABN,PM4NN,"",ABN,0,"","","",0,HCTL,OPA1,"",QTUP,"",APFD,,1,0,0,14,0,24,26,26,2,50,.00,0,10.90,70.10,.00,81.00,10.90,70.10,.00,.00,.00,28.00,325.00,.00,.00,.00,218,1402,0,0,0,"",ABN,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0VAAP,23,1,1:0VAA,"",,"",HQ HQ DET MI BDE ABN CORP,33394,"",ABN,PM4NN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,24,0,0,24,26,26,1,0,.00,61,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0VABC,23,1,1:0VAB,"",,"",OPS BN MI BDE ABN,33350,"",ABN,P6TTT,"",ABN,0,"","","",0,HCTL,WSVC,"",QTUP,"",HNTS,,1,0,0,16,0,24,26,26,2,0,.00,0,65.60,670.20,95.90,831.70,65.60,766.10,.00,.00,.00,167.00,3092.00,.00,.00,.00,1312,15322,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0VABP,23,1,1:0VAB,"",,"",OPS BN MI BDE ABN,33350,"",ABN,P6TTT,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,25,0,0,24,26,26,1,0,.00,489,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0YABC,6,1,1:0YAB,"",,"","AVN MAINT CO, ABN  AH 64",01082,"",ABN,3MPNN,"",ABN,0,"","","",0,HCTL,WSVC,"",QTUP,"",HNTS,,1,0,0,16,0,24,26,26,2,0,.00,0,12.20,498.60,471.40,982.20,12.20,970.00,.00,.00,.00,43.00,4916.00,.00,.00,.00,244,19400,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0YABP,6,1,1:0YAB,"",,"","AVN MAINT CO, ABN  AH 64",01082,"",ABN,3MPNN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,25,0,0,24,26,26,1,0,.00,219,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0YACC,6,1,1:0YAC,"",,"","ATK HEL BN, ABN  AH 64",01082,"",ABN,3PPNN,"",ABN,0,"","","",0,HCTL,WSVC,"",DKSD,"",VKNP,,1,0,0,15,0,24,26,26,2,0,.00,0,49.40,384.40,.00,433.80,49.40,384.40,.00,.00,.00,126.00,3437.00,.00,.00,.00,988,7688,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0YACP,6,1,1:0YAC,"",,"","ATK HEL BN, ABN  AH 64",01082,"",ABN,3PPNN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,25,0,0,24,26,26,1,0,.00,252,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0YADC,6,1,1:0YAD,"",,"","HHB, DIVARTY AIRBORNE",01082,"",ABN,14SNN,"",ABN,0,"","","",0,HCTL,WSVC,"",QTUP,"",HNTS,,1,0,0,14,0,24,26,26,2,0,.00,0,21.10,134.90,100.70,256.70,19.70,235.40,.00,.00,1.60,50.00,926.70,.00,.00,64.00,394,6258,0,0,280,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0YADP,6,1,1:0YAD,"",,"","HHB, DIVARTY AIRBORNE",01082,"",ABN,14SNN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,25,0,0,24,26,26,1,0,.00,118,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0YAFC,6,1,1:0YAF,"",,"","FA BN,105MM T  ABN AOE",01082,"",ABN,1R444,"",ABN,0,"","","",0,HCTL,WSVC,"",QTUP,"",HNTS,,1,0,0,16,0,24,26,26,2,0,.00,0,76.10,494.60,370.00,940.70,74.70,861.70,.00,.00,4.30,187.00,3273.10,.00,.00,97.70,1494,21583,0,0,451,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0YAFP,6,1,1:0YAF,"",,"","FA BN,105MM T  ABN AOE",01082,"",ABN,1R444,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,25,0,0,24,26,26,1,0,.00,449,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,26
1:0YB C,6,1,1:0YB ,"",,"",INTEL SURVL CO MI BN ABN,01082,"","",PD4NN,"","",0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,33,0,0,33,37,37,1,0,.00,0,11.80,39.80,.00,51.60,11.80,39.80,.00,.00,.00,30.00,199.00,.00,.00,.00,236,796,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YB P,6,1,1:0YB ,"",,"",INTEL SURVL CO MI BN ABN,01082,"","",PD4NN,"","",0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,35,0,0,35,37,37,1,0,.00,70,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YB3C,6,1,1:0YB3,"",,"",CMD COMMM CO  ABN,01082,"",ABN,6A444,"",ABN,0,"","","",0,HCTL,WSVC,"",UTAC,"",HNTS,,1,0,0,15,0,35,37,37,2,0,.00,0,34.60,242.80,.00,277.40,34.60,242.80,.00,.00,.00,85.00,1318.00,.00,.00,.00,692,4856,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YB3P,6,1,1:0YB3,"",,"",CMD COMMM CO  ABN,01082,"",ABN,6A444,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,35,0,0,35,37,37,1,0,.00,204,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YB4C,6,1,1:0YB4,"",,"",HHC SIG BN  ABN,01082,"",ABN,65444,"",ABN,0,"","","",0,HCTL,WSVC,"",UTAC,"",HNTS,,1,0,0,15,0,35,37,37,2,0,.00,0,18.70,132.40,19.10,170.20,18.70,151.50,.00,.00,.00,47.00,776.00,.00,.00,.00,374,3030,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YB4P,6,1,1:0YB4,"",,"",HHC SIG BN  ABN,01082,"",ABN,65444,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,35,0,0,35,37,37,1,0,.00,111,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBAC,6,1,1:0YBA,"",,"","ENGR CO, ENGR BN, ABN DIV",01082,"",ABN,44RNN,"",ABN,0,"","","",0,HCTL,WSVC,"",UTAC,"",HNTS,,1,0,0,15,0,35,37,37,2,0,.00,0,16.20,104.60,12.70,133.50,16.20,117.30,.00,.00,.00,40.00,524.00,.00,.00,.00,324,3531,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBAP,6,1,1:0YBA,"",,"","ENGR CO, ENGR BN, ABN DIV",01082,"",ABN,44RNN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,35,0,0,35,37,37,1,0,.00,94,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBBC,6,1,1:0YBB,"",,"","ENGR CO, ENGR BN, ABN DIV",01082,"",ABN,44RNN,"",ABN,0,"","","",0,HCTL,WSVC,"",UTAC,"",HNTS,,1,0,0,15,0,35,37,37,2,0,.00,0,16.20,104.60,12.70,133.50,16.20,117.30,.00,.00,.00,40.00,524.00,.00,.00,.00,324,3531,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBBP,6,1,1:0YBB,"",,"","ENGR CO, ENGR BN, ABN DIV",01082,"",ABN,44RNN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,10,0,0,10,12,12,1,0,.00,94,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,12
1:0YBCC,6,1,1:0YBC,"",,"","HHC, ENGR BN, ABN DIV",01082,"",ABN,43RNN,"",ABN,0,"","","",0,HCTL,WSVC,"",DKSD,"",VKNP,,1,0,0,22,0,35,37,37,2,0,.00,0,28.50,438.40,302.00,768.90,27.10,547.00,187.10,.00,7.70,84.20,2442.60,436.50,.00,31.20,650,13682,2100,0,230,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBCP,6,1,1:0YBC,"",,"","HHC, ENGR BN, ABN DIV",01082,"",ABN,43RNN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,35,0,0,35,37,37,1,0,.00,153,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBDC,6,1,1:0YBD,"",,"",FWD SPT MEDICAL CO  ABN,01082,"",ABN,F3WNN,"",ABN,0,"","","",0,HCTL,WSVC,"",WPVT,"",HNTS,,1,0,0,16,0,35,37,37,2,0,.00,0,10.60,120.30,.00,130.90,10.60,120.30,.00,.00,.00,27.00,582.00,.00,.00,.00,212,2406,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBDP,6,1,1:0YBD,"",,"",FWD SPT MEDICAL CO  ABN,01082,"",ABN,F3WNN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,35,0,0,35,37,37,1,0,.00,63,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBEC,6,1,1:0YBE,"",,"",FWD SPT MEDICAL CO  ABN,01082,"",ABN,F3WNN,"",ABN,0,"","","",0,HCTL,WSVC,"",DKSD,"",VKNP,,1,0,0,22,0,35,37,37,2,0,.00,0,10.60,120.30,.00,130.90,10.60,120.30,.00,.00,.00,27.00,582.00,.00,.00,.00,212,2406,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBEP,6,1,1:0YBE,"",,"",FWD SPT MEDICAL CO  ABN,01082,"",ABN,F3WNN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,35,0,0,35,37,37,1,0,.00,63,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBFC,6,1,1:0YBF,"",,"","HQS   CO A, MED BN  ABN",01082,"",ABN,F2WNN,"",ABN,0,"","","",0,HCTL,WSVC,"",DKSD,"",VKNP,,1,0,0,22,0,35,37,37,2,0,.00,0,28.10,253.80,.00,281.90,28.10,253.80,.00,.00,.00,70.00,1188.00,.00,.00,.00,562,5076,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBFP,6,1,1:0YBF,"",,"","HQS   CO A, MED BN  ABN",01082,"",ABN,F2WNN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,35,0,0,35,37,37,1,0,.00,167,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBKC,6,1,1:0YBK,"",,"",FWD SPT CO ORD BN  ABN,01082,"",ABN,HE6NN,"",ABN,0,"","","",0,HCTL,WSVC,"",DKSD,"",VKNP,,1,0,0,22,0,35,37,37,2,0,.00,0,13.50,244.20,19.10,276.80,13.50,263.30,.00,.00,.00,33.00,1282.00,.00,.00,.00,270,5266,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBKP,6,1,1:0YBK,"",,"",FWD SPT CO ORD BN  ABN,01082,"",ABN,HE6NN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,35,0,0,35,37,37,1,0,.00,78,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBLC,6,1,1:0YBL,"",,"",FWD SPT CO ORD BN  ABN,01082,"",ABN,HE6NN,"",ABN,0,"","","",0,HCTL,WSVC,"",DKSD,"",VKNP,,1,0,0,22,0,35,37,37,2,0,.00,0,13.50,244.20,19.10,276.80,13.50,263.30,.00,.00,.00,33.00,1282.00,.00,.00,.00,270,5266,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBLP,6,1,1:0YBL,"",,"",FWD SPT CO ORD BN  ABN,01082,"",ABN,HE6NN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,35,0,0,35,37,37,1,0,.00,78,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBMC,6,1,1:0YBM,"",,"",HVY ORD  MT  CO  ABN,01082,"",ABN,HF6NN,"",ABN,0,"","","",0,HCTL,WSVC,"",DKSD,"",VKNP,,1,0,0,22,0,35,37,37,2,0,.00,0,19.90,214.60,57.30,291.80,19.90,271.90,.00,.00,.00,49.00,1239.00,.00,.00,.00,398,5438,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBMP,6,1,1:0YBM,"",,"",HVY ORD  MT  CO  ABN,01082,"",ABN,HF6NN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,35,0,0,35,37,37,1,0,.00,116,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBNC,6,1,1:0YBN,"",,"",HQ   LT ORD  MT  CO  ABN,01082,"",ABN,HD6NN,"",ABN,0,"","","",0,HCTL,WSVC,"",DKSD,"",VKNP,,1,0,0,22,0,35,37,37,2,0,.00,0,28.00,475.90,30.10,534.00,28.00,506.00,.00,.00,.00,69.00,2614.00,.00,.00,.00,560,10120,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
1:0YBNP,6,1,1:0YBN,"",,"",HQ   LT ORD  MT  CO  ABN,01082,"",ABN,HD6NN,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,35,0,0,35,37,37,1,0,.00,164,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,37
