Name,DepOrd Day,Locked,Rln Scope,Goal,GoalDate,Split,Retrograde,Total STons,PAX,POL,Num Pallets,Num Containers,Commodity,Commodity Index,Service,Split RLN Code,Cargo Category Code,Parent Unit Code,Unit Name,Description,TPSN,Vehicle Name,Vehicle Count,Brigade Key,UTC,UIC,First FM,RLD,Origin,Planning Origin,Planning Origin Penalty,Air ALD,Sea ALD,ALD,APOE,SPOE,TPFDD POE,SIL,SIL Mode,SIL Delay,EAD,LAD,PAX Strat Mode,Cargo Strat Mode,Dep Means,APOD,SPOD,TPFDD POD,RDD,Destination,Theater,Operation,FM List,Organization,Next Rln,MaxSched Day,Bulk STons,Oversize STons,Outsize STons,Rln Priority,Tpfdd Priority
1:0QAAP,0,NO,STRAT,DST,26,NO,NO,.0,580,0,0,0,CS-OTHER,16,ARMY,1:0QAA,"",,"","ENGR CBT BN, ABN",21350,,0,ABN,4P222,"",ABN,0,HCTL,HCTL,0,24,0,24,TMKH,"",TMKH,"",NONE,0,24,26,Air,NONE,0,FUQN,"",FUQN,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0QAEC,0,NO,STRAT,DST,32,NO,NO,2487.2,0,0,0,2,CS-OTHER,16,ARMY,1:0QAE,"",,"","ENGR CBT BN, CORPS",21353,,0,ECB,48AAT,"",ECB,0,HKNN,HKNN,0,0,14,14,FNWZ,DKSD,DKSD,"",NONE,0,22,30,NONE,Water,0,"",VKNP,VKNP,32,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,2487.1997,2487.1997,2487.1997,2147483647,9999
1:0QAEP,0,NO,STRAT,DST,32,NO,NO,.0,784,0,0,0,CS-OTHER,16,ARMY,1:0QAE,"",,"","ENGR CBT BN, CORPS",21353,,0,ECB,48AAT,"",ECB,0,HKNN,HKNN,0,23,0,23,FNWZ,"",FNWZ,"",NONE,0,22,30,Air,NONE,0,HNTK,"",HNTK,32,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,0,0,0,2147483647,9999
1:0QAFC,0,NO,STRAT,DST,26,NO,NO,2838.0,0,0,0,10,CS-OTHER,16,ARMY,1:0QAF,"",,"","ENGR CBT BN, ABN",21350,,0,ABN,4P222,"",ABN,0,HCTL,HCTL,0,0,16,16,TMKH,QTUP,QTUP,"",NONE,0,24,26,NONE,Water,0,"",HNTS,HNTS,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,2837.9995,2837.9995,2837.9995,2147483647,9999
1:0QAFP,0,NO,STRAT,DST,26,NO,NO,.0,580,0,0,0,CS-OTHER,16,ARMY,1:0QAF,"",,"","ENGR CBT BN, ABN",21350,,0,ABN,4P222,"",ABN,0,HCTL,HCTL,0,24,0,24,TMKH,"",TMKH,"",NONE,0,24,26,Air,NONE,0,FUQN,"",FUQN,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0QBJ,0,NO,STRAT,DST,32,NO,NO,7.6,2,0,1,0,CSS-OTHER,22,ARMY,,"",,"",ENGR FFTG TM   WATER TRUC,31575,,0,ELW,4AAFZ,"",ELW,0,HGSH,HGSH,0,22,0,22,YWHG,"",YWHG,"",NONE,0,22,25,Air,Air,0,HNTK,"",HNTK,32,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,7.6,7.6,7.6,2147483647,9999
1:0RAAC,0,NO,STRAT,DST,26,NO,NO,1184.5,0,0,0,13,CSS-OTHER,22,ARMY,1:0RAA,"",,"",FORWARD OPNS BN  ABN,35037,,0,ABN,6ZB22,"",ABN,0,HCTL,HCTL,0,0,14,14,TMKH,QTUP,QTUP,"",NONE,0,24,26,NONE,Water,50,"",APFD,APFD,26,OPA1,Tunisia,THEATER1,"",ABN,"",9999,1184.5,1184.5,1184.5,2147483647,9999
1:0RAAP,0,NO,STRAT,DST,26,NO,NO,.0,514,0,0,0,CSS-OTHER,22,ARMY,1:0RAA,"",,"",FORWARD OPNS BN  ABN,35037,,0,ABN,6ZB22,"",ABN,0,HCTL,HCTL,0,24,0,24,TMKH,"",TMKH,"",NONE,0,24,26,Air,NONE,0,FUQN,"",FUQN,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0TABC,0,NO,STRAT,DST,26,NO,NO,1651.4,0,0,0,1,CS-OTHER,16,ARMY,1:0TAB,"",,"","FA BN, 155MM T, ABN",21862,,0,ABN,1R633,"",ABN,0,HCTL,HCTL,0,0,14,14,TMKH,QTUP,QTUP,"",NONE,0,24,26,NONE,Water,50,"",APFD,APFD,26,OPA1,Tunisia,THEATER1,"",ABN,"",9999,1651.3998,1651.3998,1651.3998,2147483647,9999
1:0TABP,0,NO,STRAT,DST,26,NO,NO,.0,581,0,0,0,CS-OTHER,16,ARMY,1:0TAB,"",,"","FA BN, 155MM T, ABN",21862,,0,ABN,1R633,"",ABN,0,HCTL,HCTL,0,24,0,24,TMKH,"",TMKH,"",NONE,0,24,26,Air,NONE,0,FUQN,"",FUQN,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0TAE1,0,NO,STRAT,DST,32,NO,NO,355.8,59,0,0,0,CS-OTHER,16,ARMY,,"",,"",FA BTRY MLRS,21825,,0,MRS,12JJJ,"",MRS,0,HKNN,HKNN,0,0,16,16,FNWZ,QTUP,QTUP,"",NONE,0,26,30,Water,Water,0,"",HNTS,HNTS,32,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,355.79996,355.79996,355.79996,2147483647,9999
1:0TAEC,0,NO,STRAT,DST,32,NO,NO,2561.1,0,0,0,12,CS-OTHER,16,ARMY,1:0TAE,"",,"",FA BATTALION MLRS (-),21825,,0,MRS,171TT,"",MRS,0,HKNN,HKNN,0,0,15,15,FNWZ,DKSD,DKSD,"",NONE,0,26,30,NONE,Water,0,"",HNTS,HNTS,32,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,2561.1003,2561.1003,2561.1003,2147483647,9999
1:0TAEP,0,NO,STRAT,DST,32,NO,NO,.0,350,0,0,0,CS-OTHER,16,ARMY,1:0TAE,"",,"",FA BATTALION MLRS (-),21825,,0,MRS,171TT,"",MRS,0,HKNN,HKNN,0,26,0,26,FNWZ,"",FNWZ,"",NONE,0,26,30,Air,NONE,0,FUQN,"",FUQN,32,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0VAAC,0,NO,STRAT,DST,26,NO,NO,81.0,0,0,0,2,CSS-OTHER,22,ARMY,1:0VAA,"",,"",HQ HQ DET MI BDE ABN CORP,33394,,0,ABN,PM4NN,"",ABN,0,HCTL,HCTL,0,0,14,14,TMKH,QTUP,QTUP,"",NONE,0,24,26,NONE,Water,50,"",APFD,APFD,26,OPA1,Tunisia,THEATER1,"",ABN,"",9999,81,81,81,2147483647,9999
1:0VAAP,0,NO,STRAT,DST,26,NO,NO,.0,61,0,0,0,CSS-OTHER,22,ARMY,1:0VAA,"",,"",HQ HQ DET MI BDE ABN CORP,33394,,0,ABN,PM4NN,"",ABN,0,HCTL,HCTL,0,24,0,24,TMKH,"",TMKH,"",NONE,0,24,26,Air,NONE,0,FUQN,"",FUQN,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0VABC,0,NO,STRAT,DST,26,NO,NO,831.7,0,0,0,10,CSS-OTHER,22,ARMY,1:0VAB,"",,"",OPS BN MI BDE ABN,33350,,0,ABN,P6TTT,"",ABN,0,HCTL,HCTL,0,0,16,16,TMKH,QTUP,QTUP,"",NONE,0,24,26,NONE,Water,0,"",HNTS,HNTS,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,831.7,831.7,831.7,2147483647,9999
1:0VABP,0,NO,STRAT,DST,26,NO,NO,.0,489,0,0,0,CSS-OTHER,22,ARMY,1:0VAB,"",,"",OPS BN MI BDE ABN,33350,,0,ABN,P6TTT,"",ABN,0,HCTL,HCTL,0,25,0,25,TMKH,"",TMKH,"",NONE,0,24,26,Air,NONE,0,FUQN,"",FUQN,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YABC,0,NO,STRAT,DST,26,NO,NO,982.2,0,0,0,3,AIRBORNE,5,ARMY,1:0YAB,"",,"","AVN MAINT CO, ABN  AH 64",01082,,0,ABN,3MPNN,"",ABN,0,HCTL,HCTL,0,0,16,16,TMKH,QTUP,QTUP,"",NONE,0,24,26,NONE,Water,0,"",HNTS,HNTS,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,982.2,982.2,982.2,2147483647,9999
1:0YABP,0,NO,STRAT,DST,26,NO,NO,.0,219,0,0,0,AIRBORNE,5,ARMY,1:0YAB,"",,"","AVN MAINT CO, ABN  AH 64",01082,,0,ABN,3MPNN,"",ABN,0,HCTL,HCTL,0,25,0,25,TMKH,"",TMKH,"",NONE,0,24,26,Air,NONE,0,FUQN,"",FUQN,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YACC,0,NO,STRAT,DST,26,NO,NO,433.8,0,0,0,7,AIRBORNE,5,ARMY,1:0YAC,"",,"","ATK HEL BN, ABN  AH 64",01082,,0,ABN,3PPNN,"",ABN,0,HCTL,HCTL,0,0,15,15,TMKH,DKSD,DKSD,"",NONE,0,24,26,NONE,Water,0,"",VKNP,VKNP,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,433.8,433.8,433.8,2147483647,9999
1:0YACP,0,NO,STRAT,DST,26,NO,NO,.0,252,0,0,0,AIRBORNE,5,ARMY,1:0YAC,"",,"","ATK HEL BN, ABN  AH 64",01082,,0,ABN,3PPNN,"",ABN,0,HCTL,HCTL,0,25,0,25,TMKH,"",TMKH,"",NONE,0,24,26,Air,NONE,0,FUQN,"",FUQN,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YADC,0,NO,STRAT,DST,26,NO,NO,256.7,0,0,0,1,AIRBORNE,5,ARMY,1:0YAD,"",,"","HHB, DIVARTY AIRBORNE",01082,,0,ABN,14SNN,"",ABN,0,HCTL,HCTL,0,0,14,14,TMKH,QTUP,QTUP,"",NONE,0,24,26,NONE,Water,0,"",HNTS,HNTS,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,256.7,256.7,256.7,2147483647,9999
1:0YADP,0,NO,STRAT,DST,26,NO,NO,.0,118,0,0,0,AIRBORNE,5,ARMY,1:0YAD,"",,"","HHB, DIVARTY AIRBORNE",01082,,0,ABN,14SNN,"",ABN,0,HCTL,HCTL,0,25,0,25,TMKH,"",TMKH,"",NONE,0,24,26,Air,NONE,0,FUQN,"",FUQN,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YAFC,0,NO,STRAT,DST,26,NO,NO,940.7,0,0,0,1,AIRBORNE,5,ARMY,1:0YAF,"",,"","FA BN,105MM T  ABN AOE",01082,,0,ABN,1R444,"",ABN,0,HCTL,HCTL,0,0,16,16,TMKH,QTUP,QTUP,"",NONE,0,24,26,NONE,Water,0,"",HNTS,HNTS,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,940.6999,940.6999,940.6999,2147483647,9999
1:0YAFP,0,NO,STRAT,DST,26,NO,NO,.0,449,0,0,0,AIRBORNE,5,ARMY,1:0YAF,"",,"","FA BN,105MM T  ABN AOE",01082,,0,ABN,1R444,"",ABN,0,HCTL,HCTL,0,25,0,25,TMKH,"",TMKH,"",NONE,0,24,26,Air,NONE,0,FUQN,"",FUQN,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YB C,0,NO,STRAT,DST,37,NO,NO,51.6,0,0,12,0,AIRBORNE,5,ARMY,1:0YB,"",,"",INTEL SURVL CO MI BN ABN,01082,,0,"",PD4NN,"","",0,HCTL,HCTL,0,33,0,33,TMKH,"",TMKH,"",NONE,0,33,37,NONE,Air,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,51.6,51.6,51.6,2147483647,9999
1:0YB P,0,NO,STRAT,DST,37,NO,NO,.0,70,0,0,0,AIRBORNE,5,ARMY,1:0YB,"",,"",INTEL SURVL CO MI BN ABN,01082,,0,"",PD4NN,"","",0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YB3C,0,NO,STRAT,DST,37,NO,NO,277.4,0,0,0,5,AIRBORNE,5,ARMY,1:0YB3,"",,"",CMD COMMM CO  ABN,01082,,0,ABN,6A444,"",ABN,0,HCTL,HCTL,0,0,15,15,TMKH,UTAC,UTAC,"",NONE,0,35,37,NONE,Water,0,"",HNTS,HNTS,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,277.4,277.4,277.4,2147483647,9999
1:0YB3P,0,NO,STRAT,DST,37,NO,NO,.0,204,0,0,0,AIRBORNE,5,ARMY,1:0YB3,"",,"",CMD COMMM CO  ABN,01082,,0,ABN,6A444,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YB4C,0,NO,STRAT,DST,37,NO,NO,170.2,0,0,0,3,AIRBORNE,5,ARMY,1:0YB4,"",,"",HHC SIG BN  ABN,01082,,0,ABN,65444,"",ABN,0,HCTL,HCTL,0,0,15,15,TMKH,UTAC,UTAC,"",NONE,0,35,37,NONE,Water,0,"",HNTS,HNTS,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,170.2,170.2,170.2,2147483647,9999
1:0YB4P,0,NO,STRAT,DST,37,NO,NO,.0,111,0,0,0,AIRBORNE,5,ARMY,1:0YB4,"",,"",HHC SIG BN  ABN,01082,,0,ABN,65444,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBAC,0,NO,STRAT,DST,37,NO,NO,133.5,0,0,0,1,AIRBORNE,5,ARMY,1:0YBA,"",,"","ENGR CO, ENGR BN, ABN DIV",01082,,0,ABN,44RNN,"",ABN,0,HCTL,HCTL,0,0,15,15,TMKH,UTAC,UTAC,"",NONE,0,35,37,NONE,Water,0,"",HNTS,HNTS,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,133.5,133.5,133.5,2147483647,9999
1:0YBAP,0,NO,STRAT,DST,37,NO,NO,.0,94,0,0,0,AIRBORNE,5,ARMY,1:0YBA,"",,"","ENGR CO, ENGR BN, ABN DIV",01082,,0,ABN,44RNN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBBC,0,NO,STRAT,DST,37,NO,NO,133.5,0,0,0,1,AIRBORNE,5,ARMY,,"",,"","ENGR CO, ENGR BN, ABN DIV",01082,,0,ABN,44RNN,"",ABN,0,HCTL,HCTL,0,0,15,15,TMKH,UTAC,UTAC,"",NONE,0,35,37,NONE,Water,0,"",HNTS,HNTS,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,133.5,133.5,133.5,2147483647,9999
1:0YBBP,0,NO,STRAT,DST,12,NO,NO,.0,94,0,0,0,AIRBORNE,5,ARMY,,"",,"","ENGR CO, ENGR BN, ABN DIV",01082,,0,ABN,44RNN,"",ABN,0,HCTL,HCTL,0,10,0,10,TMKH,"",TMKH,"",NONE,0,10,12,Air,NONE,0,FUQN,"",FUQN,12,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBCC,0,NO,STRAT,DST,37,NO,NO,768.9,0,0,0,3,AIRBORNE,5,ARMY,1:0YBC,"",,"","HHC, ENGR BN, ABN DIV",01082,,0,ABN,43RNN,"",ABN,0,HCTL,HCTL,0,0,22,22,TMKH,DKSD,DKSD,"",NONE,0,35,37,NONE,Water,0,"",VKNP,VKNP,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,768.9,768.9,768.9,2147483647,9999
1:0YBCP,0,NO,STRAT,DST,37,NO,NO,.0,153,0,0,0,AIRBORNE,5,ARMY,1:0YBC,"",,"","HHC, ENGR BN, ABN DIV",01082,,0,ABN,43RNN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBDC,0,NO,STRAT,DST,37,NO,NO,130.9,0,0,0,2,AIRBORNE,5,ARMY,1:0YBD,"",,"",FWD SPT MEDICAL CO  ABN,01082,,0,ABN,F3WNN,"",ABN,0,HCTL,HCTL,0,0,16,16,TMKH,WPVT,WPVT,"",NONE,0,35,37,NONE,Water,0,"",HNTS,HNTS,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,130.90001,130.90001,130.90001,2147483647,9999
1:0YBDP,0,NO,STRAT,DST,37,NO,NO,.0,63,0,0,0,AIRBORNE,5,ARMY,1:0YBD,"",,"",FWD SPT MEDICAL CO  ABN,01082,,0,ABN,F3WNN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBEC,0,NO,STRAT,DST,37,NO,NO,130.9,0,0,0,2,AIRBORNE,5,ARMY,1:0YBE,"",,"",FWD SPT MEDICAL CO  ABN,01082,,0,ABN,F3WNN,"",ABN,0,HCTL,HCTL,0,0,22,22,TMKH,DKSD,DKSD,"",NONE,0,35,37,NONE,Water,0,"",VKNP,VKNP,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,130.90001,130.90001,130.90001,2147483647,9999
1:0YBEP,0,NO,STRAT,DST,37,NO,NO,.0,63,0,0,0,AIRBORNE,5,ARMY,1:0YBE,"",,"",FWD SPT MEDICAL CO  ABN,01082,,0,ABN,F3WNN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBFC,0,NO,STRAT,DST,37,NO,NO,281.9,0,0,0,4,AIRBORNE,5,ARMY,1:0YBF,"",,"","HQS   CO A, MED BN  ABN",01082,,0,ABN,F2WNN,"",ABN,0,HCTL,HCTL,0,0,22,22,TMKH,DKSD,DKSD,"",NONE,0,35,37,NONE,Water,0,"",VKNP,VKNP,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,281.9,281.9,281.9,2147483647,9999
1:0YBFP,0,NO,STRAT,DST,37,NO,NO,.0,167,0,0,0,AIRBORNE,5,ARMY,1:0YBF,"",,"","HQS   CO A, MED BN  ABN",01082,,0,ABN,F2WNN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBKC,0,NO,STRAT,DST,37,NO,NO,276.8,0,0,0,2,AIRBORNE,5,ARMY,1:0YBK,"",,"",FWD SPT CO ORD BN  ABN,01082,,0,ABN,HE6NN,"",ABN,0,HCTL,HCTL,0,0,22,22,TMKH,DKSD,DKSD,"",NONE,0,35,37,NONE,Water,0,"",VKNP,VKNP,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,276.8,276.8,276.8,2147483647,9999
1:0YBKP,0,NO,STRAT,DST,37,NO,NO,.0,78,0,0,0,AIRBORNE,5,ARMY,1:0YBK,"",,"",FWD SPT CO ORD BN  ABN,01082,,0,ABN,HE6NN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBLC,0,NO,STRAT,DST,37,NO,NO,276.8,0,0,0,2,AIRBORNE,5,ARMY,1:0YBL,"",,"",FWD SPT CO ORD BN  ABN,01082,,0,ABN,HE6NN,"",ABN,0,HCTL,HCTL,0,0,22,22,TMKH,DKSD,DKSD,"",NONE,0,35,37,NONE,Water,0,"",VKNP,VKNP,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,276.8,276.8,276.8,2147483647,9999
1:0YBLP,0,NO,STRAT,DST,37,NO,NO,.0,78,0,0,0,AIRBORNE,5,ARMY,1:0YBL,"",,"",FWD SPT CO ORD BN  ABN,01082,,0,ABN,HE6NN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBMC,0,NO,STRAT,DST,37,NO,NO,291.8,0,0,0,3,AIRBORNE,5,ARMY,1:0YBM,"",,"",HVY ORD  MT  CO  ABN,01082,,0,ABN,HF6NN,"",ABN,0,HCTL,HCTL,0,0,22,22,TMKH,DKSD,DKSD,"",NONE,0,35,37,NONE,Water,0,"",VKNP,VKNP,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,291.8,291.8,291.8,2147483647,9999
1:0YBMP,0,NO,STRAT,DST,37,NO,NO,.0,116,0,0,0,AIRBORNE,5,ARMY,1:0YBM,"",,"",HVY ORD  MT  CO  ABN,01082,,0,ABN,HF6NN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBNC,0,NO,STRAT,DST,37,NO,NO,534.0,0,0,0,4,AIRBORNE,5,ARMY,1:0YBN,"",,"",HQ   LT ORD  MT  CO  ABN,01082,,0,ABN,HD6NN,"",ABN,0,HCTL,HCTL,0,0,22,22,TMKH,DKSD,DKSD,"",NONE,0,35,37,NONE,Water,0,"",VKNP,VKNP,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,534,534,534,2147483647,9999
1:0YBNP,0,NO,STRAT,DST,37,NO,NO,.0,164,0,0,0,AIRBORNE,5,ARMY,1:0YBN,"",,"",HQ   LT ORD  MT  CO  ABN,01082,,0,ABN,HD6NN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBPC,0,NO,STRAT,DST,12,NO,NO,218.0,0,0,0,1,AIRBORNE,5,ARMY,,"",,"",ADA BTRY VUL/MPDS  ABN,01082,,0,ABN,1S7NN,"",ABN,0,HCTL,HCTL,0,0,7,7,TMKH,NPTU,NPTU,"",NONE,0,10,12,NONE,Water,0,"",VKNP,VKNP,12,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,218,218,218,2147483647,9999
1:0YBPP,0,NO,STRAT,DST,37,NO,NO,.0,112,0,0,0,AIRBORNE,5,ARMY,,"",,"",ADA BTRY VUL/MPDS  ABN,01082,,0,ABN,1S7NN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBQC,0,NO,STRAT,DST,12,NO,NO,162.9,0,0,0,3,AIRBORNE,5,ARMY,1:0YBQ,"",,"","HHB ADA BN, ABN DIV",01082,,0,ABN,1R7NN,"",ABN,0,HCTL,HCTL,0,0,6,6,TMKH,ZBES,ZBES,"",NONE,0,10,12,NONE,Water,0,"",HNTS,HNTS,12,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,162.90001,162.90001,162.90001,2147483647,9999
1:0YBQP,0,NO,STRAT,DST,12,NO,NO,.0,101,0,0,0,AIRBORNE,5,ARMY,1:0YBQ,"",,"","HHB ADA BN, ABN DIV",01082,,0,ABN,1R7NN,"",ABN,0,HCTL,HCTL,0,10,0,10,TMKH,"",TMKH,"",NONE,0,10,12,Air,NONE,0,FUQN,"",FUQN,12,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBRC,0,NO,STRAT,DST,37,NO,NO,168.6,0,0,0,3,AIRBORNE,5,ARMY,1:0YBR,"",,"",FWD SUP CO S T BN ABN DIV,01082,,0,ABN,JH5NN,"",ABN,0,HCTL,HCTL,0,0,23,23,TMKH,QTUP,QTUP,"",NONE,0,35,37,NONE,Water,0,"",HNTS,HNTS,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,168.59999,168.59999,168.59999,2147483647,9999
1:0YBRP,0,NO,STRAT,DST,37,NO,NO,.0,46,0,0,0,AIRBORNE,5,ARMY,1:0YBR,"",,"",FWD SUP CO S T BN ABN DIV,01082,,0,ABN,JH5NN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBSC,0,NO,STRAT,DST,37,NO,NO,168.6,0,0,0,3,AIRBORNE,5,ARMY,1:0YBS,"",,"",FWD SUP CO S T BN ABN DIV,01082,,0,ABN,JH5NN,"",ABN,0,HCTL,HCTL,0,0,22,22,TMKH,DKSD,DKSD,"",NONE,0,35,37,NONE,Water,0,"",VKNP,VKNP,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,168.59999,168.59999,168.59999,2147483647,9999
1:0YBSP,0,NO,STRAT,DST,37,NO,NO,.0,46,0,0,0,AIRBORNE,5,ARMY,1:0YBS,"",,"",FWD SUP CO S T BN ABN DIV,01082,,0,ABN,JH5NN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBTC,0,NO,STRAT,DST,24,NO,NO,118.8,0,0,0,2,AIRBORNE,5,ARMY,,"",,"","FWD S S DET,S S BN,ABN DI",01082,,0,ABN,X3AAF,"",ABN,0,HCTL,HCTL,0,0,14,14,TMKH,QTUP,QTUP,"",NONE,0,24,24,NONE,Water,50,"",APFD,APFD,24,OPA1,Tunisia,THEATER1,"",ABN,"",9999,118.8,118.8,118.8,2147483647,9999
1:0YBTP,0,NO,STRAT,DST,37,NO,NO,.0,49,0,0,0,AIRBORNE,5,ARMY,,"",,"","FWD S S DET,S S BN,ABN DI",01082,,0,ABN,X3AAF,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
