Type,Name,Theater,SupplyClassNumber,SubClass,FuelClass,Intensity1Rate,Intensity2Rate,Intensity3Rate,Intensity4Rate
SRC,11538LA00,3,9,"","",0.313,0.313,0.313,0.313
SRC,11568LB00,1,3,W,DF2,3.826,3.826,3.826,3.826
SRC,11568LB00,1,7,"","",8.652,0,0,0
SRC,11568LB00,1,9,"","",0.043,0.043,0.043,0.043
SRC,11568LB00,3,3,W,DF2,3.826,3.826,3.826,3.826
SRC,11568LB00,3,7,"","",20.913,1.652,0.913,0.522
SRC,11568LB00,3,9,"","",0.043,0.043,0.043,0.043
SRC,11570LB00,1,3,W,DF2,13.333,13.333,13.333,13.333
SRC,11570LB00,1,7,"","",8.889,0,0,0
SRC,11570LB00,1,9,"","",0,0,0,0
SRC,11570LB00,3,3,W,DF2,13.333,13.333,13.333,13.333
SRC,11570LB00,3,7,"","",61.667,2.111,1,0.667
SRC,11570LB00,3,9,"","",0,0,0,0
SRC,11600A000,1,3,W,DF2,9.394,9.394,9.394,9.394
SRC,11600A000,1,3,W,MG1,0.388,0.388,0.388,0.388
SRC,11600A000,1,7,"","",8.509,0,0,0
SRC,11600A000,1,9,"","",0.103,0.103,0.103,0.103
SRC,11600A000,3,3,W,DF2,9.394,9.394,9.394,9.394
SRC,11600A000,3,3,W,MG1,0.388,0.388,0.388,0.388
SRC,11600A000,3,7,"","",76.867,4.358,2.303,1.345
SRC,11600A000,3,9,"","",0.103,0.103,0.103,0.103
SRC,11602L000,1,3,W,DF2,1.065,1.065,1.065,1.065
SRC,11602L000,1,3,W,MG1,0.238,0.238,0.238,0.238
SRC,11602L000,1,7,"","",1.648,0,0,0
SRC,11602L000,1,9,"","",0.019,0.019,0.019,0.019
SRC,11602L000,3,3,W,DF2,1.065,1.065,1.065,1.065
SRC,11602L000,3,3,W,MG1,0.238,0.238,0.238,0.238
SRC,11602L000,3,7,"","",6.774,1.207,0.345,0.211
SRC,11602L000,3,9,"","",0.019,0.019,0.019,0.019
SRC,11603L100,1,3,W,DF2,14.778,14.778,14.778,14.778
SRC,11603L100,1,3,W,MG1,0.478,0.478,0.478,0.478
SRC,11603L100,1,7,"","",27.3,0,0,0
SRC,11603L100,1,9,"","",0.122,0.122,0.122,0.122
SRC,11603L100,3,3,W,DF2,14.778,14.778,14.778,14.778
SRC,11603L100,3,3,W,MG1,0.478,0.478,0.478,0.478
SRC,11603L100,3,7,"","",141.667,7.578,3.856,2.478
SRC,11603L100,3,9,"","",0.122,0.122,0.122,0.122
SRC,11603L200,1,3,W,DF2,14.244,14.244,14.244,14.244
SRC,11603L200,1,3,W,MG1,0.478,0.478,0.478,0.478
SRC,11603L200,1,7,"","",20.589,0,0,0
SRC,11603L200,1,9,"","",0.122,0.122,0.122,0.122
SRC,11603L200,3,3,W,DF2,14.244,14.244,14.244,14.244
SRC,11603L200,3,3,W,MG1,0.478,0.478,0.478,0.478
SRC,11603L200,3,7,"","",127.489,6.289,3.111,1.978
SRC,11603L200,3,9,"","",0.122,0.122,0.122,0.122
SRC,11604L000,1,3,W,DF2,7.497,7.497,7.497,7.497
SRC,11604L000,1,3,W,MG1,0.271,0.271,0.271,0.271
SRC,11604L000,1,7,"","",12.239,0,0,0
SRC,11604L000,1,9,"","",0.084,0.084,0.084,0.084
SRC,11604L000,3,3,W,DF2,7.497,7.497,7.497,7.497
SRC,11604L000,3,3,W,MG1,0.271,0.271,0.271,0.271
SRC,11604L000,3,7,"","",87.858,2.748,1.387,0.858
SRC,11604L000,3,9,"","",0.084,0.084,0.084,0.084
SRC,11606A000,1,3,W,DF2,5.189,5.189,5.189,5.189
SRC,11606A000,1,3,W,MG1,0.757,0.757,0.757,0.757
SRC,11606A000,1,7,"","",3.595,0,0,0
SRC,11606A000,1,9,"","",0.054,0.054,0.054,0.054
SRC,11606A000,3,3,W,DF2,5.189,5.189,5.189,5.189
SRC,11606A000,3,3,W,MG1,0.757,0.757,0.757,0.757
SRC,11606A000,3,7,"","",195.027,4.541,2.486,1.432
SRC,11606A000,3,9,"","",0.054,0.054,0.054,0.054
SRC,11607A000,1,3,W,DF2,12.047,12.047,12.047,12.047
SRC,11607A000,1,3,W,MG1,0.372,0.372,0.372,0.372
SRC,11607A000,1,7,"","",16.349,0,0,0
SRC,11607A000,1,9,"","",0.14,0.14,0.14,0.14
SRC,11607A000,3,3,W,DF2,12.047,12.047,12.047,12.047
SRC,11607A000,3,3,W,MG1,0.372,0.372,0.372,0.372
SRC,11607A000,3,7,"","",54.395,6.233,3.256,1.814
SRC,11607A000,3,9,"","",0.14,0.14,0.14,0.14
SRC,11608A000,1,3,W,DF2,11.484,11.484,11.484,11.484
SRC,11608A000,1,3,W,MG1,0.258,0.258,0.258,0.258
SRC,11608A000,1,7,"","",12.871,0,0,0
SRC,11608A000,1,9,"","",0.129,0.129,0.129,0.129
SRC,11608A000,3,3,W,DF2,11.484,11.484,11.484,11.484
SRC,11608A000,3,3,W,MG1,0.258,0.258,0.258,0.258
SRC,11608A000,3,7,"","",50.968,4.839,2.387,1.548
SRC,11608A000,3,9,"","",0.129,0.129,0.129,0.129
SRC,11609A000,1,3,W,DF2,9,9,9,9
SRC,11609A000,1,3,W,MG1,0.222,0.222,0.222,0.222
SRC,11609A000,1,7,"","",3.111,0,0,0
SRC,11609A000,1,9,"","",0.111,0.111,0.111,0.111
SRC,11609A000,3,3,W,DF2,9,9,9,9
SRC,11609A000,3,3,W,MG1,0.222,0.222,0.222,0.222
SRC,11609A000,3,7,"","",28.556,2.556,1.222,0.778
SRC,11609A000,3,9,"","",0.111,0.111,0.111,0.111
SRC,11612L000,1,3,W,DF2,4.154,4.154,4.154,4.154
SRC,11612L000,1,3,W,MG1,0.198,0.198,0.198,0.198
SRC,11612L000,1,7,"","",0.703,0,0,0
SRC,11612L000,1,9,"","",0.088,0.088,0.088,0.088
SRC,11612L000,3,3,W,DF2,4.154,4.154,4.154,4.154
SRC,11612L000,3,3,W,MG1,0.198,0.198,0.198,0.198
SRC,11612L000,3,7,"","",27.758,2.187,1.22,0.747
SRC,11612L000,3,9,"","",0.088,0.088,0.088,0.088
SRC,11613L000,1,3,W,DF2,3.59,3.59,3.59,3.59
SRC,11613L000,1,3,W,MG1,0.53,0.53,0.53,0.53
SRC,11613L000,1,7,"","",8.952,0.12,0.096,0.036
SRC,11613L000,1,9,"","",0.048,0.048,0.048,0.048
SRC,11613L000,3,3,W,DF2,3.59,3.59,3.59,3.59
SRC,11613L000,3,3,W,MG1,0.53,0.53,0.53,0.53
SRC,11613L000,3,7,"","",25.627,3.024,1.687,0.904
SRC,11613L000,3,9,"","",0.048,0.048,0.048,0.048
SRC,11623L000,1,3,W,DF2,1.88,1.88,1.88,1.88
SRC,11623L000,1,3,W,MG1,0.351,0.351,0.351,0.351
SRC,11623L000,1,7,"","",3.75,0.769,0.341,0.154
SRC,11623L000,1,9,"","",0.019,0.019,0.019,0.019
SRC,11623L000,3,3,W,DF2,1.88,1.88,1.88,1.88
SRC,11623L000,3,3,W,MG1,0.351,0.351,0.351,0.351
SRC,11623L000,3,7,"","",59.356,5.091,1.784,1.115
SRC,11623L000,3,9,"","",0.019,0.019,0.019,0.019
SRC,11626L000,1,3,W,DF2,2.244,2.244,2.244,2.244
SRC,11626L000,1,3,W,MG1,6.268,6.268,6.268,6.268
SRC,11626L000,1,7,"","",0.244,0,0,0
SRC,11626L000,1,9,"","",0.049,0.049,0.049,0.049
SRC,11626L000,3,3,W,DF2,2.244,2.244,2.244,2.244
SRC,11626L000,3,3,W,MG1,6.268,6.268,6.268,6.268
SRC,11626L000,3,7,"","",11.732,2,1.122,0.683
SRC,11626L000,3,9,"","",0.049,0.049,0.049,0.049
SRC,11635L100,1,3,W,DF2,7.595,7.595,7.595,7.595
SRC,11635L100,1,3,W,MG1,1.256,1.256,1.256,1.256
SRC,11635L100,1,7,"","",9.986,2.042,0.927,0.427
SRC,11635L100,1,9,"","",0.093,0.093,0.093,0.093
SRC,11635L100,3,3,W,DF2,7.595,7.595,7.595,7.595
SRC,11635L100,3,3,W,MG1,1.256,1.256,1.256,1.256
SRC,11635L100,3,7,"","",85.375,7.504,2.806,1.452
SRC,11635L100,3,9,"","",0.093,0.093,0.093,0.093
SRC,11635L200,1,3,W,DF2,7.712,7.712,7.712,7.712
SRC,11635L200,1,3,W,MG1,1.196,1.196,1.196,1.196
SRC,11635L200,1,7,"","",10.444,2.183,0.99,0.455
SRC,11635L200,1,9,"","",0.096,0.096,0.096,0.096
SRC,11635L200,3,3,W,DF2,7.712,7.712,7.712,7.712
SRC,11635L200,3,3,W,MG1,1.196,1.196,1.196,1.196
SRC,11635L200,3,7,"","",86.658,7.833,2.893,1.488
SRC,11635L200,3,9,"","",0.096,0.096,0.096,0.096
SRC,11636L100,1,3,W,DF2,6.176,6.176,6.176,6.176
SRC,11636L100,1,3,W,MG1,2.816,2.816,2.816,2.816
SRC,11636L100,1,7,"","",5.213,0.404,0.235,0.147
SRC,11636L100,1,9,"","",0.059,0.059,0.059,0.059
SRC,11636L100,3,3,W,DF2,6.176,6.176,6.176,6.176
SRC,11636L100,3,3,W,MG1,2.816,2.816,2.816,2.816
SRC,11636L100,3,7,"","",71.103,3.971,2.199,1.191
SRC,11636L100,3,9,"","",0.059,0.059,0.059,0.059
SRC,11636L200,1,3,W,DF2,6.241,6.241,6.241,6.241
SRC,11636L200,1,3,W,MG1,3.051,3.051,3.051,3.051
SRC,11636L200,1,7,"","",5.723,0.504,0.292,0.175
SRC,11636L200,1,9,"","",0.058,0.058,0.058,0.058
SRC,11636L200,3,3,W,DF2,6.241,6.241,6.241,6.241
SRC,11636L200,3,3,W,MG1,3.051,3.051,3.051,3.051
SRC,11636L200,3,7,"","",72.27,4.314,2.394,1.277
SRC,11636L200,3,9,"","",0.058,0.058,0.058,0.058
SRC,11637L000,1,3,W,DF2,8.133,8.133,8.133,8.133
SRC,11637L000,1,3,W,MG1,0.667,0.667,0.667,0.667
SRC,11637L000,1,7,"","",11.792,2.658,1.192,0.533
SRC,11637L000,1,9,"","",0.108,0.108,0.108,0.108
SRC,11637L000,3,3,W,DF2,8.133,8.133,8.133,8.133
SRC,11637L000,3,3,W,MG1,0.667,0.667,0.667,0.667
SRC,11637L000,3,7,"","",90.767,8.833,3.05,1.542
SRC,11637L000,3,9,"","",0.108,0.108,0.108,0.108
SRC,11667L000,1,3,W,DF2,16.242,16.242,16.242,16.242
SRC,11667L000,1,3,W,MG1,0.989,0.989,0.989,0.989
SRC,11667L000,1,7,"","",4.22,0,0,0
SRC,11667L000,1,9,"","",0.198,0.198,0.198,0.198
SRC,11667L000,3,3,W,DF2,16.242,16.242,16.242,16.242
SRC,11667L000,3,3,W,MG1,0.989,0.989,0.989,0.989
SRC,11667L000,3,7,"","",103.956,8.418,4.22,1.505
SRC,11667L000,3,9,"","",0.198,0.198,0.198,0.198
SRC,11668L000,1,3,W,DF2,22.3,22.3,22.3,22.3
SRC,11668L000,1,3,W,MG1,0.983,0.983,0.983,0.983
SRC,11668L000,1,7,"","",8.683,0,0,0
SRC,11668L000,1,9,"","",0.083,0.083,0.083,0.083
SRC,11668L000,3,3,W,DF2,22.3,22.3,22.3,22.3
SRC,11668L000,3,3,W,MG1,0.983,0.983,0.983,0.983
SRC,11668L000,3,7,"","",155.233,10.267,4.3,2.767
SRC,11668L000,3,9,"","",0.083,0.083,0.083,0.083
SRC,11669L000,1,3,W,DF2,8.484,8.484,8.484,8.484
SRC,11669L000,1,3,W,MG1,0.852,0.852,0.852,0.852
SRC,11669L000,1,7,"","",4.225,0,0,0
SRC,11669L000,1,9,"","",0.088,0.088,0.088,0.088
SRC,11669L000,3,3,W,DF2,8.484,8.484,8.484,8.484
SRC,11669L000,3,3,W,MG1,0.852,0.852,0.852,0.852
SRC,11669L000,3,7,"","",70.643,5.264,2.462,1.445
SRC,11669L000,3,9,"","",0.088,0.088,0.088,0.088
SRC,11673L000,1,3,W,DF2,6.435,6.435,6.435,6.435
SRC,11673L000,1,3,W,MG1,0.712,0.712,0.712,0.712
SRC,11673L000,1,7,"","",32.791,0,0,0
SRC,11673L000,1,9,"","",0.085,0.085,0.085,0.085
SRC,11673L000,3,3,W,DF2,6.435,6.435,6.435,6.435
SRC,11673L000,3,3,W,MG1,0.712,0.712,0.712,0.712
SRC,11673L000,3,7,"","",120.158,4.938,1.791,1.034
SRC,11673L000,3,9,"","",0.085,0.085,0.085,0.085
SRC,11685A000,1,3,W,DF2,11.143,11.143,11.143,11.143
SRC,11685A000,1,3,W,MG1,1.383,1.383,1.383,1.383
SRC,11685A000,1,7,"","",15.92,2.691,1.202,0.539
SRC,11685A000,1,9,"","",0.078,0.078,0.078,0.078
SRC,11685A000,3,3,W,DF2,11.143,11.143,11.143,11.143
SRC,11685A000,3,3,W,MG1,1.383,1.383,1.383,1.383
SRC,11685A000,3,7,"","",134.389,8.741,2.754,1.674
SRC,11685A000,3,9,"","",0.078,0.078,0.078,0.078
SRC,11686A000,1,3,W,DF2,4.861,4.861,4.861,4.861
SRC,11686A000,1,3,W,MG1,4.403,4.403,4.403,4.403
SRC,11686A000,1,7,"","",7.097,0,0,0
SRC,11686A000,1,9,"","",0.056,0.056,0.056,0.056
SRC,11686A000,3,3,W,DF2,4.861,4.861,4.861,4.861
SRC,11686A000,3,3,W,MG1,4.403,4.403,4.403,4.403
SRC,11686A000,3,7,"","",127.556,5.667,1.972,1.167
SRC,11686A000,3,9,"","",0.056,0.056,0.056,0.056
SRC,11687A000,1,3,W,DF2,13.122,13.122,13.122,13.122
SRC,11687A000,1,3,W,MG1,0.956,0.956,0.956,0.956
SRC,11687A000,1,7,"","",19.133,3.544,1.589,0.711
SRC,11687A000,1,9,"","",0.078,0.078,0.078,0.078
SRC,11687A000,3,3,W,DF2,13.122,13.122,13.122,13.122
SRC,11687A000,3,3,W,MG1,0.956,0.956,0.956,0.956
SRC,11687A000,3,7,"","",152.7,9.878,2.978,1.833
SRC,11687A000,3,9,"","",0.078,0.078,0.078,0.078
SRC,11688A000,1,3,W,DF2,12.844,12.844,12.844,12.844
SRC,11688A000,1,3,W,MG1,0.889,0.889,0.889,0.889
SRC,11688A000,1,7,"","",15.778,3.544,1.589,0.711
SRC,11688A000,1,9,"","",0.078,0.078,0.078,0.078
SRC,11688A000,3,3,W,DF2,12.844,12.844,12.844,12.844
SRC,11688A000,3,3,W,MG1,0.889,0.889,0.889,0.889
SRC,11688A000,3,7,"","",150.133,9.6,2.833,1.744
SRC,11688A000,3,9,"","",0.078,0.078,0.078,0.078
SRC,11689A000,1,3,W,DF2,10.722,10.722,10.722,10.722
SRC,11689A000,1,3,W,MG1,0.662,0.662,0.662,0.662
SRC,11689A000,1,7,"","",16.436,2.398,1.075,0.481
SRC,11689A000,1,9,"","",0.083,0.083,0.083,0.083
SRC,11689A000,3,3,W,DF2,10.722,10.722,10.722,10.722
SRC,11689A000,3,3,W,MG1,0.662,0.662,0.662,0.662
SRC,11689A000,3,7,"","",102.669,8.286,2.857,1.662
SRC,11689A000,3,9,"","",0.083,0.083,0.083,0.083
SRC,11705L000,1,3,W,DF2,8.369,8.369,8.369,8.369
SRC,11705L000,1,3,W,MG1,1.301,1.301,1.301,1.301
SRC,11705L000,1,7,"","",1.268,0.007,0,0
SRC,11705L000,1,9,"","",0.078,0.078,0.078,0.078
SRC,11705L000,3,3,W,DF2,8.369,8.369,8.369,8.369
SRC,11705L000,3,3,W,MG1,1.301,1.301,1.301,1.301
SRC,11705L000,3,7,"","",25.546,3,1.585,0.967
SRC,11705L000,3,9,"","",0.078,0.078,0.078,0.078
SRC,11706L000,1,3,W,DF2,5.418,5.418,5.418,5.418
SRC,11706L000,1,3,W,MG1,2.32,2.32,2.32,2.32
SRC,11706L000,1,7,"","",0.566,0,0,0
SRC,11706L000,1,9,"","",0.049,0.049,0.049,0.049
SRC,11706L000,3,3,W,DF2,5.418,5.418,5.418,5.418
SRC,11706L000,3,3,W,MG1,2.32,2.32,2.32,2.32
SRC,11706L000,3,7,"","",17.254,2.238,1.254,0.754
SRC,11706L000,3,9,"","",0.049,0.049,0.049,0.049
SRC,11707L000,1,3,W,DF2,10.326,10.326,10.326,10.326
SRC,11707L000,1,3,W,MG1,0.63,0.63,0.63,0.63
SRC,11707L000,1,7,"","",1.739,0.011,0,0
SRC,11707L000,1,9,"","",0.098,0.098,0.098,0.098
SRC,11707L000,3,3,W,DF2,10.326,10.326,10.326,10.326
SRC,11707L000,3,3,W,MG1,0.63,0.63,0.63,0.63
SRC,11707L000,3,7,"","",31.043,3.5,1.815,1.109
SRC,11707L000,3,9,"","",0.098,0.098,0.098,0.098
SRC,11801A000,1,3,W,DF2,0.207,0.207,0.207,0.207
SRC,11801A000,1,7,"","",0.076,0,0,0
SRC,11801A000,1,9,"","",0.011,0.011,0.011,0.011
SRC,11801A000,3,3,W,DF2,0.207,0.207,0.207,0.207
SRC,11801A000,3,7,"","",0.25,0.022,0.022,0
SRC,11801A000,3,9,"","",0.011,0.011,0.011,0.011
SRC,11802A000,1,3,W,DF2,1.83,1.83,1.83,1.83
SRC,11802A000,1,7,"","",2.34,0,0,0
SRC,11802A000,1,9,"","",0.021,0.021,0.021,0.021
SRC,11802A000,3,3,W,DF2,1.83,1.83,1.83,1.83
SRC,11802A000,3,7,"","",9.383,1.298,0.702,0.362
SRC,11802A000,3,9,"","",0.021,0.021,0.021,0.021
SRC,12113L000,1,3,W,DF2,0.439,0.439,0.439,0.439
SRC,12113L000,1,7,"","",0.537,0,0,0
SRC,12113L000,1,9,"","",0.024,0.024,0.024,0.024
SRC,12113L000,3,3,W,DF2,0.439,0.439,0.439,0.439
SRC,12113L000,3,7,"","",4.268,0.61,0.341,0.195
SRC,12113L000,3,9,"","",0.024,0.024,0.024,0.024
SRC,12402L000,1,3,W,DF2,1.597,1.597,1.597,1.597
SRC,12402L000,1,3,W,MG1,1.284,1.284,1.284,1.284
SRC,12402L000,1,7,"","",2.836,0,0,0
SRC,12402L000,1,9,"","",0.03,0.03,0.03,0.03
SRC,12402L000,3,3,W,DF2,1.597,1.597,1.597,1.597
SRC,12402L000,3,3,W,MG1,1.284,1.284,1.284,1.284
SRC,12402L000,3,7,"","",9.194,1.194,0.642,0.373
SRC,12402L000,3,9,"","",0.03,0.03,0.03,0.03
SRC,12407L000,1,3,W,DF2,16.821,16.821,16.821,16.821
SRC,12407L000,1,3,W,MG1,0.872,0.872,0.872,0.872
SRC,12407L000,1,7,"","",17,0,0,0
SRC,12407L000,1,9,"","",0.026,0.026,0.026,0.026
SRC,12407L000,3,3,W,DF2,16.821,16.821,16.821,16.821
SRC,12407L000,3,3,W,MG1,0.872,0.872,0.872,0.872
SRC,12407L000,3,7,"","",40.974,10.205,1.256,0.769
SRC,12407L000,3,9,"","",0.026,0.026,0.026,0.026
SRC,12417L000,1,3,W,DF2,3.667,3.667,3.667,3.667
SRC,12417L000,1,7,"","",4.235,0,0,0
SRC,12417L000,1,9,"","",0.059,0.059,0.059,0.059
SRC,12417L000,3,3,W,DF2,3.667,3.667,3.667,3.667
SRC,12417L000,3,7,"","",9.647,1.196,0.608,0.353
SRC,12417L000,3,9,"","",0.059,0.059,0.059,0.059
SRC,12423L100,1,3,W,DF2,1.444,1.444,1.444,1.444
SRC,12423L100,1,3,W,MG1,0.711,0.711,0.711,0.711
SRC,12423L100,1,7,"","",1.222,0.489,0.244,0.178
SRC,12423L100,1,9,"","",0.044,0.044,0.044,0.044
SRC,12423L100,3,3,W,DF2,1.444,1.444,1.444,1.444
SRC,12423L100,3,3,W,MG1,0.711,0.711,0.711,0.711
SRC,12423L100,3,7,"","",126.044,2.911,1.511,0.911
SRC,12423L100,3,9,"","",0.044,0.044,0.044,0.044
SRC,12425L100,1,3,W,DF2,4.496,4.496,4.496,4.496
SRC,12425L100,1,3,W,MG1,0.422,0.422,0.422,0.422
SRC,12425L100,1,7,"","",5.453,0.213,0.109,0.074
SRC,12425L100,1,9,"","",0.05,0.05,0.05,0.05
SRC,12425L100,3,3,W,DF2,4.496,4.496,4.496,4.496
SRC,12425L100,3,3,W,MG1,0.488,0.488,0.488,0.488
SRC,12425L100,3,7,"","",16.643,2.833,1.178,0.717
SRC,12425L100,3,9,"","",0.05,0.05,0.05,0.05
SRC,12426L100,1,3,W,DF2,12.75,12.75,12.75,12.75
SRC,12426L100,1,3,W,MG1,0.571,0.571,0.571,0.571
SRC,12426L100,1,7,"","",14.607,0,0,0
SRC,12426L100,1,9,"","",0.036,0.036,0.036,0.036
SRC,12426L100,3,3,W,DF2,12.75,12.75,12.75,12.75
SRC,12426L100,3,3,W,MG1,0.571,0.571,0.571,0.571
SRC,12426L100,3,7,"","",38.5,8.25,1.536,0.964
SRC,12426L100,3,9,"","",0.036,0.036,0.036,0.036
SRC,12426L200,1,3,W,DF2,13.185,13.185,13.185,13.185
SRC,12426L200,1,3,W,MG1,0.593,0.593,0.593,0.593
SRC,12426L200,1,7,"","",15.111,0,0,0
SRC,12426L200,1,9,"","",0.037,0.037,0.037,0.037
SRC,12426L200,3,3,W,DF2,13.185,13.185,13.185,13.185
SRC,12426L200,3,3,W,MG1,0.593,0.593,0.593,0.593
SRC,12426L200,3,7,"","",39.111,8.37,1.481,0.926
SRC,12426L200,3,9,"","",0.037,0.037,0.037,0.037
SRC,12427L000,1,3,W,DF2,0.854,0.854,0.854,0.854
SRC,12427L000,1,7,"","",0.438,0,0,0
SRC,12427L000,1,9,"","",0.021,0.021,0.021,0.021
SRC,12427L000,3,3,W,DF2,0.854,0.854,0.854,0.854
SRC,12427L000,3,7,"","",4.813,0.563,0.271,0.167
SRC,12427L000,3,9,"","",0.021,0.021,0.021,0.021
SRC,12447L000,1,3,W,DF2,4.2,4.2,4.2,4.2
SRC,12447L000,1,7,"","",5.8,0,0,0
SRC,12447L000,1,9,"","",0,0,0,0
SRC,12447L000,3,3,W,DF2,4.2,4.2,4.2,4.2
SRC,12447L000,3,7,"","",10.6,1,0.6,0.4
SRC,12447L000,3,9,"","",0,0,0,0
SRC,12448L000,1,3,W,DF2,3.056,3.056,3.056,3.056
SRC,12448L000,1,3,W,MG1,0.889,0.889,0.889,0.889
SRC,12448L000,1,7,"","",4.111,0.611,0.333,0.222
SRC,12448L000,1,9,"","",0.056,0.056,0.056,0.056
SRC,12448L000,3,3,W,DF2,3.056,3.056,3.056,3.056
SRC,12448L000,3,3,W,MG1,0.889,0.889,0.889,0.889
SRC,12448L000,3,7,"","",23.444,4.056,2.222,1.333
SRC,12448L000,3,9,"","",0.056,0.056,0.056,0.056
SRC,12467L100,1,3,W,DF2,4.662,4.662,4.662,4.662
SRC,12467L100,1,3,W,MG1,0.392,0.392,0.392,0.392
SRC,12467L100,1,7,"","",5.703,0.243,0.189,0
SRC,12467L100,1,9,"","",0.014,0.014,0.014,0.014
SRC,12467L100,3,3,W,DF2,4.662,4.662,4.662,4.662
SRC,12467L100,3,3,W,MG1,0.392,0.392,0.392,0.392
SRC,12467L100,3,7,"","",14.014,3.324,0.662,0.351
SRC,12467L100,3,9,"","",0.014,0.014,0.014,0.014
SRC,12602L100,1,3,W,DF2,3.914,3.914,3.914,3.914
SRC,12602L100,1,3,W,MG1,0.125,0.125,0.125,0.125
SRC,12602L100,1,7,"","",2.797,0,0,0
SRC,12602L100,1,9,"","",0.031,0.031,0.031,0.031
SRC,12602L100,3,3,W,DF2,3.914,3.914,3.914,3.914
SRC,12602L100,3,3,W,MG1,0.125,0.125,0.125,0.125
SRC,12602L100,3,7,"","",9.141,1.938,0.383,0.234
SRC,12602L100,3,9,"","",0.031,0.031,0.031,0.031
SRC,12602L200,1,3,W,DF2,2.58,2.58,2.58,2.58
SRC,12602L200,1,3,W,MG1,0.071,0.071,0.071,0.071
SRC,12602L200,1,7,"","",1.594,0,0,0
SRC,12602L200,1,9,"","",0.022,0.022,0.022,0.022
SRC,12602L200,3,3,W,DF2,2.58,2.58,2.58,2.58
SRC,12602L200,3,3,W,MG1,0.071,0.071,0.071,0.071
SRC,12602L200,3,7,"","",5.585,1.152,0.237,0.143
SRC,12602L200,3,9,"","",0.022,0.022,0.022,0.022
SRC,12606L000,1,3,W,DF2,0.9,0.9,0.9,0.9
SRC,12606L000,1,7,"","",0.7,0,0,0
SRC,12606L000,1,9,"","",0.025,0.025,0.025,0.025
SRC,12606L000,3,3,W,DF2,0.9,0.9,0.9,0.9
SRC,12606L000,3,7,"","",8.5,1.45,0.775,0.45
SRC,12606L000,3,9,"","",0.025,0.025,0.025,0.025
SRC,12648L000,1,3,W,DF2,3.167,3.167,3.167,3.167
SRC,12648L000,1,3,W,MG1,2.5,2.5,2.5,2.5
SRC,12648L000,1,7,"","",5.611,1.222,0.611,0.444
SRC,12648L000,1,9,"","",0.056,0.056,0.056,0.056
SRC,12648L000,3,3,W,DF2,3.167,3.167,3.167,3.167
SRC,12648L000,3,3,W,MG1,3.444,3.444,3.444,3.444
SRC,12648L000,3,7,"","",23.167,4.722,2.5,1.5
SRC,12648L000,3,9,"","",0.056,0.056,0.056,0.056
SRC,12703L000,1,7,"","",0.004,0,0,0
SRC,12703L000,1,9,"","",0.012,0.012,0.012,0.012
SRC,12703L000,3,7,"","",0.067,0.032,0.02,0.008
SRC,12703L000,3,9,"","",0.012,0.012,0.012,0.012
SRC,12713L000,1,7,"","",0.007,0,0,0
SRC,12713L000,1,9,"","",0.014,0.014,0.014,0.014
SRC,12713L000,3,7,"","",0.115,0.029,0.014,0.007
SRC,12713L000,3,9,"","",0.014,0.014,0.014,0.014
SRC,12723L000,1,7,"","",0.01,0,0,0
SRC,12723L000,1,9,"","",0.01,0.01,0.01,0.01
SRC,12723L000,3,7,"","",0.081,0.02,0.02,0
SRC,12723L000,3,9,"","",0.01,0.01,0.01,0.01
SRC,12733L000,1,3,W,DF2,0.277,0.277,0.277,0.277
SRC,12733L000,1,7,"","",0.338,0,0,0
SRC,12733L000,1,9,"","",0.015,0.015,0.015,0.015
SRC,12733L000,3,3,W,DF2,0.277,0.277,0.277,0.277
SRC,12733L000,3,7,"","",2.708,0.385,0.215,0.123
SRC,12733L000,3,9,"","",0.015,0.015,0.015,0.015
SRC,14412L000,1,3,W,DF2,1.167,1.167,1.167,1.167
SRC,14412L000,1,7,"","",0.909,0,0,0
SRC,14412L000,1,9,"","",0.03,0.03,0.03,0.03
SRC,14412L000,3,3,W,DF2,1.758,1.758,1.758,1.758
SRC,14412L000,3,7,"","",5.606,0.864,0.455,0.273
SRC,14412L000,3,9,"","",0.03,0.03,0.03,0.03
SRC,14423L000,1,3,W,DF2,0.81,0.81,0.81,0.81
SRC,14423L000,1,7,"","",3.952,0,0,0
SRC,14423L000,1,9,"","",0,0,0,0
SRC,14423L000,3,3,W,DF2,1.571,1.571,1.571,1.571
SRC,14423L000,3,7,"","",7.238,0.714,0.381,0.238
SRC,14423L000,3,9,"","",0,0,0,0
SRC,14425L000,1,3,W,DF2,1.226,1.226,1.226,1.226
SRC,14425L000,1,7,"","",3.237,0,0,0
SRC,14425L000,1,9,"","",0.022,0.022,0.022,0.022
SRC,14425L000,3,3,W,DF2,1.925,1.925,1.925,1.925
SRC,14425L000,3,7,"","",7.656,0.849,0.473,0.28
SRC,14425L000,3,9,"","",0.022,0.022,0.022,0.022
SRC,14426L100,1,3,W,DF2,2.1,2.1,2.1,2.1
SRC,14426L100,1,7,"","",1.7,0,0,0
SRC,14426L100,1,9,"","",0.033,0.033,0.033,0.033
SRC,14426L100,3,3,W,DF2,2.633,2.633,2.633,2.633
SRC,14426L100,3,7,"","",8.467,1.033,0.567,0.367
SRC,14426L100,3,9,"","",0.033,0.033,0.033,0.033
SRC,14426L200,1,3,W,DF2,2.1,2.1,2.1,2.1
SRC,14426L200,1,7,"","",1.7,0,0,0
